sentence,label
he is flattered by her smile,1
i m happy to say now that a year on things have improved tremendously,1
i was strong and i could deal with it,1
i ve just taken a new turn towards a heal thier and happier me and honestly i like it,1
her health is perfectly alright,1
they aren t going to ever be the same,0
this is probably the closest i ve ever gotten to ending my own life,0
it is more to me because i am too emotional,0
i am not worthy of love,0
your eyes are attractive,1
i will stay committed to my academic goals,1
he will make the right choice for me,1
i don t remember what happiness feels like,0
she seems to be occupied in the virtual world,0
people will know i don t have energy to do it,0
i will have everything i need to be happy when i get married to the love of my life,1
i am going to be courageous and confident,1
her personality is so ruthless,0
it won t be so bad,1
i will never get a good job,0
i will not accept it,0
i will focus on my goals,1
something bad will surely happen to me,0
she prepared a hearty cake for dinner,1
my life is now blessed,1
she will not care if i m not part of it,0
i am fun,1
his hands are helpful,1
she will always think i m weak,0
my husband will have my back,1
i do trust me,1
there band is intolerable,0
i m so unhappy with my life,0
she drastically improved herself,1
i just don t want to be alive anymore,0
a loss of interest to judge others,0
every challenge i face will help me grow,1
she unintentionally constructs fake scenarios in her head,0
she is proactive,1
nobody will like me,0
i won t go everywhere by myself comfortably,0
redeeming love has been my theme and shall be till i die,1
no matter how many times i think good for him he is feeling less,0
i am going to end up blaming myself for my own depression,0
he is incapable of carrying out the mission,0
i hate myself,0
i previously experienced was intrusive thoughts whilst driving,0
i have the power to make my dreams true,1
my neighbors have stolen my happiness,0
i am perfect just the way i am,1
he is a honest person,1
i will be brave,1
i was terribly ashamed that i wasn t able to just get on with things in the way i thought many of my peers did,0
i will be embarrassed by it,0
he dont like to learn new things,0
my contributions to the world will be valued someday,1
all i will do is disappoint people,0
sharing my stories to others makes things harder,0
her kindness save my life,1
he make my work fun,1
i will feel as if i have let myself down,0
i wanted to take my own life,0
it didn t go well for me i didn t like anything and i didn t like everything,0
the world never seems to be magical,0
nothing was going to ruin her magnificent day,1
i will not forgive,0
i was in hell,0
i will have everything i need to overcome this problem,1
i look forward for integrity,1
i was getting quieter and had lost my spark,0
i had a panic attack,0
i was studying alongside hundreds of other extremely bright individuals and i was mid table if not below average,0
even when i am not doing anything i am still working,1
i am going to be strong,1
i have reasons to survive,1
my friend is best person in life,1
i am heart broken,0
they will support my decision,1
he is diligent in his studies,1
she is sincere towards her work,1
she is fortunate to have a wonderful family,1
a book written by him gives a nice guidelines,1
i am going to fulfill my purpose in life by doing what i am passionate about,1
i ended up losing my job as i could no longer cope,0
i am in control of my choices,1
he is not capable of captaining the team,0
i loved this look so much,1
i am going to do best i could with what i knew,1
he is a wonderful person,1
i was beginning to feel much stronger and much more capable of organizing thoughts and emotions,1
i can sleep in peace tonight,1
i hate doctors,0
nothing i do is ever right,0
i will not be alone forever,1
i will be better than her,1
he will believe in me,1
this is not good as i thought,0
i am not a failure,1
i no longer lived in colour,0
i d been experiencing suicidal thoughts,0
i will be present in every moment,1
she will make the right choice for me,1
i am finding myself more fearless of failure,1
others will always think i m a bad person,0
i am talkative smiley and be my usual silly self,1
i will not look awesome,0
i began hearing voices that told me to burn objects and clothing items that were of importance to me,0
i am going to deserve the best,1
i am focused to my future,1
i won t let them control me anymore,1
i will take my time and heal myself from my past mistakes,1
i did not want anyone to know that i was weak,0
i am ready to say i am not okay,1
i despise physicians,0
he is very unprofessional,0
i am going to accept the past just as it happened and face the future,1
this was her way of showing that she cared it isn t really healthy,0
she s very arrogant,0
he will never be patient with me in my dark times,0
for me depression means you re weak and crazy,0
i will make space for positive thoughts that are good for me,1
i don t think i will ever be good enough for her,0
his words are painful,0
he is an irresponsible person,0
i m not going to be in love again,0
i will get help so that i can break any generational trauma,1
i will be stupid,0
he is not at all cooperative,0
he had a happy childhood,1
i will always mess things up,0
i am going to work on my body because i think it will help me be more confident,1
i am so proud of myself,1
i am an expert by experience,1
i will be an example of success and triumph,1
she is a very optimistic person,1
i still struggle in my head sometimes and but i am fighting it particularly with exercise and meditation,1
she will hate me,0
i am going to feel my weakest and the battle seems at its most futile,0
her lifestyle is well balanced,1
the scars act as a reminder that i may have lost some battles but i m winning the war,1
she is a lazy person,0
he talks in a friendly manner,1
they will hate me,0
he is an incredibly good boy,1
i know i am not going to achieve anything,0
on a scale from to you re an,1
i feel the strongest and healthiest i have ever been working hard towards my dream career and looking forward to what the future holds,1
people s advice should not have a long term effect on one s mental health,0
i ve been terrified of speaking out about my mental health,0
she s a total liar so don t believe her,0
he has added stress to my life,0
she will love me,1
her grandmother is a very loving person,1
i took it step by step minute by minute hour by hour to recover from this nothingness and complete my duty,1
he is disorganised,0
she is sure of herself and her job,1
i will never as successful as her,0
most of the people do not understand the agony that one is going through,0
from a strategic standpoint her time management is exceptional,1
i was so happy and everything should have been perfect,1
when i got to the age of i started to feel down or at least that was how i thought of it,0
in today s world you cannot put your faith in anyone,0
i ve come on leaps and bounds with my mental health and confidence over the past year,1
i know that i am incredibly strong,1
i will move forward while embracing the now,1
you don t have the best smile,0
i chase the sun the snowfall and amazing opportunities,1
i was feeling more down having arguments not wanting to get up,0
i can t explain to you the pain loneliness causes,0
i will turn my passion into a business so i can earn money out of it,1
you don t seem to be in great shape today,0
i will do better,1
i struggled to focus on anything for a long period of time,0
he is always more than happy to help needy ones,1
i will never be beautiful as him,0
i felt happy that i could move on,1
i am me i am unique,1
she is incapable of treating circumstances with care,0
he is a stumbling block for all of us,0
i choose to not take it personally,1
i feel confident and positive,1
they don t appear to have a good sense of character,0
she patiently and confidentially never explained to the other people in my life what i was going through and the space i needed,0
her parents never gave her enough care and love,0
the problem was that i didn t include myself,0
it won t always be so bad,1
i know my journey through life s been extraordinary,1
i m a huge fan of his sense of humour,1
i have good and bad days,1
i will be flexible,1
i will focus on what i must do,1
you don t have the most attractive smile,0
i acknowledge my own self worth my confidence is soaring,1
i am strong,1
i was scared to admit i was struggling with a fear of what would follow if i did,0
i deserve to get away with a nice villa,1
she is a helping teacher,1
she is pleased with my work,1
i hated myself i still do at times,0
i will use my time wisely,1
i m awestruck by his honesty,1
she speaks english fluently,1
i believe that dealing with it now will help my future,1
why did i feel like i had to put on that front,0
i start to remember every bad thing that s happened in my life every negative comment every failed relationship every single thing that happened which is all my fault,0
i will never get a break from him,0
i am my best source of motivation,1
i appreciate everything i have i live in joy,1
he is such a loser,0
i will stop smoking because it is worsening my health,1
i will be grateful to be alive today,1
when i am feeling at my lowest my low moods come in waves and by which i can t communicate with anyone and completely zone out,0
they will not tolerate me,0
i am open to new things,1
i can treat myself gently and with the care i would give a close friend,1
i will never be responsible,0
i will never have control of things,0
he has a fantastic memory,1
i now feel the best i ve ever felt about myself,1
i didn t notice the pain but used it to castigate myself for being the terrible deviant and person that everyone thought i was,0
his anti violence stance is admirable,1
he smiled with pleasure,1
i m finding myself again and learning how to deal with things better,1
he is very good at making quick decisions,1
he is bad at boxing,0
i am always needy on others,0
i find the whole situation strange and alien,0
they sing terribly,0
her presentation was quite impressive,1
i am unique i fell good about being alive and being me,1
i am not going to be truthful,0
from now my life is not blessed,0
he is irresponsible and disobeys all laws,0
for me there is no such things as problems only opportunities,1
every day from now i will do my best,1
no one will ever love me,0
she will be mad at me for talking to his parents so rudely,0
i was in fact as worthless as they made me feel what was the point in me carrying on,0
she will not care,0
he has never accomplished anything noteworthy,0
she snatches people s thing,0
no one will want to spend time with me,0
i will not give up,1
they won t be able to control me anymore,1
things will never be different for me,0
he s a fantastic commentator,1
my mind was consumed by fear and panic all the time,0
few people gives food to needy people,1
i will be trusted,1
i am going to make positive health choices,1
i ve made big changes in my life the last three years,1
my thoughts are dark and full of fear,0
i am not going to trust myself,0
i d don t urge anyone to seek professional help if necessary it cannot make a huge difference,0
i love learning,1
my potential is limited to succeed in future,0
i dont t have any resources,0
i m too stubborn for that i have to pretend that there isn t some rabid animal inside of me clawing to get its grip around my throat and snuff out my life,0
he is unaware about what s going on in his surroundings,0
i m not alone,1
but i m still on my tallest tiptoes spinning in my highest heels,1
i treat everyone with kindness and respect,1
people will admire me for my inner beauty,1
she is great with kids,1
they will make a difference,1
i m too nice because of my pictures,1
i will always freeze up in front of other people in public,0
he is best doctor i have ever met,1
i will stop making excuses for myself,1
if i perform better then they will give me a promotion,1
i was constantly belittled and told my mental health was having a negative impact on the team,0
i m extremely comfortable with who i am,1
i am going to feel wonderful and alive,1
i was broken and my soul was broken,0
his looks are divine,1
he enjoys taking advantage of the less fortunate,0
nothing will ever go right for me especially not the way i want,0
they will only see all the bad in me no matter how much good i do,0
i can do without hollywood,1
my boss will forever pick on me at work,0
she is good learner,1
she always makes me sad,0
he has complete faith in her ability to make the right decisions,1
they will always think i m a bad person,0
my body will be capable of healing,1
i deserve everything i ve got,1
i was ashamed and i honestly thought i couldn t be loved,0
my business will do well when covid ends,1
she will know i m a good person,1
i felt deeply betrayed,0
it is more depressing than ever to be surrounded by people,0
everything will be alright,1
i will be known for my goodness,1
i am going to stand up for what i believe in,1
he talks to people very politely,1
i could barely get out of the door,0
i am going to be sick of being sick,0
i won t speak energy and see souls,0
i started giving myself hope and building resilience,1
i will be courageous with my gentle heart,1
she exudes self assurance,1
the day after i gave birth that i started feeling bad,0
i was excited and full of confidence,1
even getting out of bed becomes an insurmountable obstacle so i just don t even try,0
he doesn t know how to make all the right moves,0
technically i am correct,1
i m quirky,1
no matter how much i try to work things out with my wife she will always think i am at fault,0
i won t like or respect myself,0
he will love me for who i am,1
i ll never be worth it for her,0
i am going to die,0
you have the best sense of style,1
the me that i had been was gone replaced by a broken shell of what once was a mass of pain and despair of fear terrible fear of what would become of me,0
people in my immediate environment did not believe in mental illness,0
i will never have time to exercise with my job,0
her performance was awesome,1
she has a habit of criticizing his subordinates,0
in nature he is a bit of a phoney,0
i will not be super happy,0
she will be impatient and give someone else the job if i keep them waiting,0
i don t have borderline personality disorder,1
the nurse spends most of her time selflessly attending to her patients,1
i feel useful again and more confident which has helped me on my journey to recovery,1
my parents care about me,1
my uncle could not be by my side that day or night we could not speak,0
no matter how great i am there is no one who will marry me because i am disabled,0
i will face all the challenges that come my way,1
i don t think i will get any taller than this,0
last week he visited a beautiful art store,1
i will let go of my old habits and focus on more positive habits,1
i will stand up for them,1
i had issues with motivation,0
with the blessing of guru i am doing well,1
i am ignored,0
my life will never be as successful as hers,0
i will look after myself,1
i will never be able to afford any luxuries with this pay,0
i don t think they will see my talent as enough for this competition,0
i have the most magnificent support network,1
those people are too courageous,1
it is not necessary to speak with anyone in order to learn what they are thinking and how they feel,0
your activities are not fruitful,0
i was not going to let her beat me again,1
he was a great host for the seminar,1
i plan my work and i will work for the plan,1
nowadays i feel like not talking to any of my family members there is no point in it,0
i now have a higher level of emotional intelligence,1
his handwriting is not good,0
i will never forgive her,0
he is very unhygienic,0
the universe will provide me with the opportunities i have been waiting for,1
i am free to make my own choices,1
i was agitated,0
i will radiate positive energy,1
you can t imagine how my mind sometimes in which way it hurts me,0
he is not calm,0
others will think i m disgusting,0
to be honest i don t think i ever fully understood myself,0
it s easy for me to meet people i create positive and supportive relationships,1
you aren t extremely important,0
i won t keep an open mind,0
he will always be toxic to me,0
when it comes to cooking no one s meals are quite as delicious,1
he is really very kind hearted,1
with every step i take i will move closer towards my goals,1
he is not one of the strongest people i know,0
i will be brave and win all my battles,1
i can accomplish any task set out before me,1
he is always depressed,0
she is absolutely selfish,0
i am sure i will definitely not reach out the expectations,0
i tried to combat it stupidly through self medication such as alcohol and other approaches which at one point made me hospitalised,0
i didn t want to socialise,0
i won t be proud of it,0
i will eat food that gives me energy,1
he is inept at everything he does,0
he won t care,0
i am going to feel like running away,0
i ve managed to enjoy my summers,1
i am finally coming through the other side,1
i felt sorry for myself too,0
i will stop drinking since we are going to have a child,1
i will stop doing things out of desperation to have someone in my life,1
i don t have anything to look forward to in life,0
i was so ashamed of experiencing pnd to begin with,0
they will always be aggressive,0
i deserve respect and loyalty,1
i see if i can open the channels of communication,1
i just can t bring myself to say it,0
he will get sick of me and leave me,0
she is always in rush and makes thing messy,0
i realized no one will be coming to save me,0
she will never love me,0
her determination has changed the lives of the poor,1
i don t want to gain her empathy,0
she is quick to judgement as she does not consider all perspectives,0
today is going to be my day,1
people are still a burden to me,0
i am a proud member of the resistance task force,1
everyone love her as she is very jolly,1
they all are liars,0
he will think i m crazy,0
i will not stay unhappy forever,1
he is a corrupt politician,0
i m not so pleased with you,0
my uncle was unable to accompany me that day or night,0
from now this is not me,0
i am free of worry and am at peace with who i am,1
i am the happiest i have been in such a long time,1
i will always be poor,0
she will love me because i am fun and energetic,1
they will never let me be their friend,0
i m not done yet,1
i lived a dual life a private one and a public one with depression for many years,0
he is always flat faced,0
i am going to be mentally ill,0
he s not very good at tennis,0
i will be as successful as her,1
all of a sudden i just dropped and the high functioning person i used to be had just disappeared,0
i am who i want to be,1
i will be a stupid,0
i am free of worry and regret,1
i ended up at rock bottom,0
he don t like anyone,0
his behaviours are repulsive,0
i will be terrified,0
i believe in myself and trust i will make the right decisions,1
i began to have thoughts that weren t entirely to my liking,0
my friend are like my enemies,0
i often feel guilty,0
she is not a patient person,0
my happy thoughts will become my reality,1
he has a lot of self doubt,0
i feel like i have a black cloud over my head and everyone around me can see it,0
he was a gifted writer,1
i will always hate myself,0
i felt i was in a living nightmare,0
i have succeeded,1
no matter how great i am there is no one who will marry me because i am disabled,0
i like who i am becoming,1
i found myself at peace,1
he is completely uninterested in everything,0
things will always be bad for me,0
he will be open to learning new things from me,1
she is a graceful dancer,1
they will always love me,1
i will not be open to new things,0
i am blessed,1
i am a person of colour,1
this is not toxic if you feel unwanted you should leave,1
i am going to feel uncomfortable discussing my mental health,0
she composes a lovely e mail to her sister,1
he is too cool,1
my mother made a point of paying close attention to us,1
tommorow will be full of opportunities,1
i ve wondered whether the darkness would ever lift whether moments of laughter would ever visit my door again whether the me that i once knew would ever find his way back,0
i will choose the right path for me,1
i m a calm witty and positive person,1
he is graceful towards others,1
i did not know how to express myself,0
he enthralled the crowd,1
i love with all of my heart,1
she has a very kind heart,1
she was behaving strangely and lacked empathy,0
he possesses superiority,0
i m awestruck by his modesty,1
he is known for his rational decision making nature,1
i have courage and confidence,1
i only feel rejection and hatred,0
i felt like running away,0
she is still single and unhappy,0
he carried the weight of the universe on his shoulders,1
i become defensive and shut off,0
she knows how to organize things well,1
i will accept defeat,0
he had a great christmas this year,1
her family will not accept me when i don t have enough money,0
they did not attempt to save my life that day,0
they both are loyal to each other,1
i didn t understand myself,0
her perspective is refreshing,1
she will help me figure out what is truly important in life,1
she is good belly dancer,1
she will always love me,1
he isn t very tolerant,0
i never get anything right,0
as a way to mask my anxiety especially to cope with whatever was on mind i used alcohol has a great deal of the time but this made me pull further down,0
she will make things better,1
well right now around million people are living with the stigma of having a mental health condition and i m not ashamed to say that i am one of them,1
i will never have what they need,0
i will always befriend the wrong people,0
i will never be able to get my life together,0
i am going to speak with confidence and calm assurance,1
i ve become a humbler better person,1
i am architech of my life i build its foundation and choose its content,1
i suffered another episode,0
it s too complicated,0
i feel i ve ruined myself,0
i don t trust myself,0
i always felt don t be weak keep going be strong when actually that was the worst thing i could do because everyone s got their limit and i had reached mine,0
i found myself confused and scared,0
lunch times became hours of loneliness spending it all by myself,0
i will get through anything,1
i will be too old,0
police is corrupted nowadays,0
she is my family but still i want to get rid of her as she is negative,0
she is arrogant,0
i spent most of my year trapped in crippling social anxiety,0
my living life will be hard,0
i was there but i wasn t,0
from now i won t send love and healing to every organ of my body,0
things will never get better for me,0
he will never be able to motivate me,0
i could not find the confidence to talk,0
i will feel like i could barely cope,0
she never attempted to assist others or obtain the best results,0
my mind is a scary place,0
i am awesome,1
she has the sweetest voice,1
she was never a good teacher,0
i am going to love what i do,1
i will work hard to be who i want,1
i always relapsed and then felt even more of a failure,0
she will think i m crazy,0
i will learn from this situation and grow,1
i won t let anyone control my happiness,1
you re not so thoughtful,0
she violates my boundaries,0
i wont be silenced all i know is i wont go speechless,1
she was honored for his honesty,1
i felt i wasn t as lucky,0
i had hit rock bottom,0
you re not a particularly good listener,0
i will get it wrong and people will laugh,0
i forgot what it felt like to be who i was and it was euphoric,0
i know what my anxiety is trying to do but i won t let it to control me,1
my body is healing and i feel better and better everyday,1
my life was a mess,0
she never provided me with some much needed emotional support,0
i have so much to offer,1
i just couldn t see myself with depression,0
you don t make a bigger impact than you realize,0
i am disciplined,1
she seems to be a positive person,1
he gives fair chance to everyone,1
people will always think i m a bad person,0
he is not that sporty,0
i will be a better person,1
i ve learnt that it is ok to be a little different,1
she has a very good taste in literature,1
he is extremely supportive,1
this too will pass,1
he was so proud of it,1
always i hear voices in my head such as i can sort this myself or no one needs to know,0
he don t like to visit temple,0
he is a brilliant man,1
my friends always suggest me right things,1
he will love me because i am fun and energetic,1
my relatives have always told me negative things,0
i would know that i had stopped doing what i enjoyed and it would make me feel so ashamed and angry that i was letting this get the better of me,0
i m king,1
i thought everything was my fault,0
i felt disgusted every time i looked in the mirror,0
i was fairly popular i had a strong group of close friends and socialised in other circles as well,1
i will learn to love myself,1
you do not make my insides jump around in the best way,0
i felt so low and uncomfortable in the body i am in,0
i still worry about being judged,0
i constantly feel like my presence bothers people,0
she always irritates people,0
it is enough to do my best,1
i am going to focus on pursuing my goals till i achieve everything i want out of life,1
i have wanted to leave this world and free myself from the constant torture of my thoughts,0
i am not going to say all my problems have been solved because they haven t,0
he is a dumb person,0
she is capable of handling it,1
i am never ashamed of having bipolar and will not be apologetic about it,1
i made excuses not to talk about it at home,0
i will get over it and move on,1
i have a happy life,1
people will see how courageous i am,1
she don t have gardening skills,0
you cheated on me,0
i love my heart so much,1
my friends will be excited to see me,1
i can t seem to act on myself,0
i am patient,1
she dont like long drive,0
my issue was that i whole heartedly believed the stereotypes,0
i will never trust her again,0
i forgive myself for my past mistakes and i forgive others who hurt me,1
i will forgive her,1
they are the best band team,1
i will never have patience to get this job done,0
i felt there was no hope and everyone would be better off without me,0
there is no one better in the city who compares to him,1
my opinion won t make any difference,0
i am going to be defensive and shut off,0
why am i not happy well it s not all been plain sailing,0
she brings positivity to all of us,1
i will never make up my mind,0
they will only see what they want to see even if i show the real truth,0
i had to force myself up,0
i always going to fill my mind with positive thoughts,1
i am incredibly blessed,1
she doesn t pay attention to anything,0
he seemed quite sanguine about his chances of success,1
i felt isolated scared alone and lost falling into this abyss which was my own mind,0
i will be out of shape as long as i stay at home during this pandemic,0
i didn t believe it,0
you lack the confidence to stand by your beliefs,0
i find it hard to balance college assignments with my part time work,0
i am going to find myself confused and scared,0
shama is an avid reader,1
i will die before i give up on achieving everything i want in life,1
he always has been frank and open hearted,1
since she neglects her children she is a bad parent,0
i couldn t answer,0
her parents never provided her with enough affection and attention,0
i have survived before i will survive now,1
i am aware how lucky i am,1
people will always see me as a failure,0
she has very high self esteem,1
i am not going to rule the world,0
mental health is not something i m ashamed of it s not something i put down as a weakness but nor is it something i define myself,1
i ll never succeed,0
he is extremly disresptful,0
she stepped forward and hugged him,1
my kids will always get into trouble because they are naughty,0
i will manage my finances properly,1
i will forgive those who have harmed in my past and peacefully detach from them,1
until my loans are paid off i will not have money left with me at the end of the month,0
because of her crazy nature i hate her,0
no one will ever value me,0
i wanted to punish myself for feeling this low about life,0
i am going to love myself to enough to push through,1
today i am going to respond to a social media post about me i m going to do it with dignity and not resort to name calling,1
she will make me feel safe,1
i didn t consider making friends or growing personally as i thought this wasn t obtainable to me,0
they will never see how creative i am because i will never get a chance,0
he is a kind person,1
if i admit my illness i thought i would be subjected to uncomfortable treatments and go into the local mental hospital,0
you don t have the most brilliant ideas,0
i will say no to when i no need,1
she has been so nice to everyone in the meeting,1
you can t reach to anything as you are busy with yesterday thoughts,0
i am always willing to learn,1
i may take professional life a bit easier as a consequence of my condition but have learnt that this is not failure just realistic,1
i didn t feel like the same person i was before,0
his leadership capabilities are remarkable,1
i am attractive,1
she has proven to be trustworthy,1
i will be filled with warmth from the sunrise,1
my feelings will not matter,0
i choose to be happy,1
i m smiling and laughing,1
i psych myself up to write this,0
people may not always be there for me but i will always be there for me,1
i ve been hurt,0
my health will not matter to them,0
i was hurting myself,0
he cannot clear the exam,0
she always encourages other to do nice things,1
i would hide in a meeting room crying and then go out to hold a presentation without anyone knowing,0
i will not let anyone disturb my peace anymore,1
the dark dismal feelings have clawed their way into my life,0
i will be known for my effort,1
she feels world is a cruel and unforgiving place,0
he cheats on his exams,0
i think i might lose my job because i haven t been focusing on work,0
she has the ability to make mature choices in a crisis,1
she is constantly complaining about others,0
i have integrity i am totally reliable i do what i say,1
i m not completely there,0
your paintings don t seem to be as normal and realistic as they should be,0
i feel at my weakest and the battle seems at its most futile,0
i can do anything i put my mind to,1
they will be mad at me for not letting them know the truth,0
it s hard really hard to get through all my daily chores alone and ploughing through the darkness of depression,0
they will not care,0
i m not proud of it in the slightest,0
my positivity will help me have positive feelings,1
i didn t choose depression and it doesn t define me,1
i feel incredibly lucky,1
i am not my mistakes,1
i ve been dumped,0
she is a stunning and beautiful,1
it will be over soon,1
she is willing enough to tell the truth,1
i was shocked that she really cared for me but i was mistaken,0
i spent the majority of my upbringing being something i was not,0
i am going to have borderline personality disorder,0
he will see how wonderful i am,1
i am going to choose prosperity over failure,1
i will not have a stronger faith in humanity,0
i was wasting my summer and i knew that i should go out of the house but it just didn t seem possible,0
i will feel nothing,0
i like the way my skin bouncing after applying moisturizer,1
she welcomed new year will lots of enthusiasm this year,1
i am focusing on the next positive step,1
he does not deserve his promotion at his current job,0
she loves to study different books,1
i will be blessed by you,1
i ve struggled to stay smiling stay happy stay on top,0
he walked up to him and embraced him,1
i m the hottest girl i need freaking fans,1
my work place will always discriminate my role because i am a woman,0
i will cut out toxic members in my family because it will bring me peace,1
i was blasting music into my ears in an attempt to blot out the voices in my head the ones saying you re useless you re worthless you re never good enough you re just not enough,0
she is a racist,0
i can control my own happiness,1
my happiness is a choice i will continue to make,1
i m still a mess,0
he is a devoted believer,1
for me everyday is a fresh start,1
these cute little fellows are very helpful,1
she s self absorbed and rude,0
fake people are like cloud disappears easily,0
he was so thrilled to win the qualifier,1
i am looking forward to my future in another country with a new life,1
no one will want to date me,0
i am going to forgive everyone who has done me wrong so that i can move forward,1
i am very happy,1
i will be loved,1
i had no idea what was really wrong with me,0
people will like me for who i am,1
he does not set a good example for others,0
i will stop doing things out of desperation to just keep people in my life,1
i am going to be in control of my emotions,1
i am responsible,1
the only luck i will have is bad luck,0
they will understand me someday,1
i m alone,0
my health is going to improve day by day,1
her garden is very impressive,1
she is very patient in handling situations,1
he is incapable of making appropriate decisions,0
she is fascinated by the process of film making,1
i failed to make friends,0
with my luck i will never have a chance with her,0
i never look back when i leave,1
i am enough,1
majority of the time i feel creativity is amazing,1
i consider myself a lucky charm,1
i was grumpy,0
i am looking forward to living life with the love of my life,1
i couldn t be happier,1
i m on top of the world looking down at creation,1
i look forward of creating my life exactly as i want it to be,1
i honor my commitments to myself,1
i felt very lost and confused and began to isolate myself so much that it got to a point where i couldn t face seeing anyone,0
he has an excellant streak in the game,1
i m happy to have played a part in that,1
this will help me personal and professional growth,1
she will love me for who i am,1
i am proud of my journey,1
i was living in a nightmare a vicious circle,0
no matter how hard it is i will do it,1
i am honest i tell the truth,1
i am going to radiate positive vibes,1
they won t be so disappointed,1
that school children are intelligent,1
i won t love being me,0
i will be whole again,1
he makes places untidy,0
i will find a way to fix things with my parents,1
i will not turn into an action taker,0
she is terrified of learning new things,0
i can handle,1
suddenly i lacked the enthusiasm i once had,0
i found it embarrassing to be honest about the true nature of my illness,0
i will stop spending money unnecessarily and save for my future,1
i couldn t cope,0
he has increased the amount of tension in my life,0
i started to believe that this was all my fault,0
i will be affectionate,1
i am a stubborn person i knew my signs of relapse and i knew what i needed to do,1
during my difficult times my teacher never made me feel so safe,0
i am one of the lucky ones,1
he was more fun being quiet,1
i will be afraid of obstacles,0
i deserve to be loved,1
he follows bad things,0
people will never treat me better,0
i made an embarrassment of myself whenever i went out in public,0
i feel i can relax at the sea,1
my friends never stood by my side when i needed them the most,0
he will always be perfect in my eyes,1
i would make unhealthy decisions,0
wealth is going to be a natural part of my life,1
his father s health is now stable,1
my boss has always underestimated me,0
from now i am going to be ignored,0
what i currently do is serving towards my higher purpose in the future,1
i will forgive him for his mistakes,1
i will be kind to everyone,1
you re not a great example to others,0
many people out there do not understand the pain one is experiencing,0
i will always like to be calm and relaxed,1
you don t have the best laugh,0
i just didn t feel strong any more,0
i am a loving person,1
i will be really very lost,0
i am going to appreciate what i have in life in the future,1
she made cookies with love,1
she will never be able to stand this,0
i am not smart compared to others,0
he always try to be optimistic,1
i want my peace,1
i am thankful for my life and i am looking forward to my future,1
my friends ruined my life,0
i wake up with the dark sadness and suicidal thoughts,0
she loves eating chocolate,1
they don t seem to be in good condition today,0
i m in awe of what my body is capable of,1
i am brimming with energy and joy today,1
they will always be ashamed of who i am,0
i feel marvelous darling simply marvelous,1
he is extremely helpful,1
i won t be loved again,0
he is not an awesome doctor,0
depression and anxiety is a part of my life,0
i couldn t breathe properly and felt an overwhelming sense of fear but of what i didn t know,0
i wasn t the lady for him,0
he is a big obstacle,0
it was nice seeing alex like this,1
during my trials you were not very helpful,0
i feel like a proud mom,1
i felt it was a sign of weakness,0
you don t smell really good,0
his speech inspired everyone because they are both true to each other,1
my thoughts are going to matter,1
i couldn t speak and i started to cry although it was more like wailing as i remember it,0
depression crept up slowly and completely wiped me out,0
i won t think anyone would take me seriously,0
i think there s no way it will work,0
i will never be rich,0
i am okay as i am i accept and love myself,1
she welcomes everybody with a heartfelt greeting,1
i am going to start painting because it brings me peace,1
i created my own imposter syndrome surrounding mental health making myself believe that i was faking my own depression and anxiety disorder,0
every day will be great from now on,1
i ve worked in many areas of the entertainment industry for the last years,1
i act and am the way i am,1
i felt so low i was taken to hospital,0
i couldn t win so i would be losing days and weeks due to this internal battle,0
never surround around people it is more depressing than ever,0
this isn t as bad as i thought,1
i will keep failing,0
i have so many ideas,1
the audience got thrilled by his performance,1
it s me against myself,1
he helps others to get the best,1
he will be wonderful to me,1
people will be happy when i am dead,0
that girl has a ton of potential,1
i didn t like or respect myself,0
he lacks the ability to make appropriate decisions,0
it will never turn out the way i want,0
that individual has a huge ego,0
i will never be able to achieve everything i set my mind to,0
here were days when i felt that it wasn t worth it to get out of bed because all the energy and motivation that i once had been diminished,0
she is irresponsible person,0
his fashion sense is abysmal,0
i will stop taking drugs,1
i will never be safe,0
i put on what i called my work face but inside i was in turmoil,0
i live in the now without any great expectations for the future,0
never see the best in others,0
i work and live independently,1
i will be sad,0
i won t feel alive,0
i will consciously create my future,1
my health won t matter,0
he has a solid physique,1
she is not cooperative,0
my husband will stand up for me and support me in everything,1
i am unable to make this anymore,0
he s a hilarious person,1
my future is looking good right now,1
i will allow my true self to florish,1
i lost my way a bit,0
i m too ill to look out for myself,0
i believe that i really do a good job,1
i don t promise and i don t believe in you,0
i will not have enough money to get into a good school,0
i won t quit,1
you seem to be uncaring and irresponsible,0
i will turn this hobby into a business so that i can earn money from it,1
my strength will help me get through this,1
i was even named an attention seeker one of the worst stigmas i feel that there is,0
he s a phenomenal talent,1
your perspective on life isn t really inspiring,0
you are the best,1
they will support my ideas,1
there are days i cry all day and don t want to go on,0
i will face all my problems head on,1
people will think i am crazy,0
she will never be as happy as she was with her ex girlfriend with me,0
they manage to keep things in check and in order,1
i look forward myself rapidly getting worse,0
i am not man enough to support myself and my family,0
i m now going fully independent,1
he is capable of making mature decisions in a crisis,1
she has a beautiful appearance today,1
i will always doubt myself,0
i will learn from my mistakes,1
i could finally become the ideal pretty and skinny girl,1
they will see my uniqueness,1
i still have bad times and do still take antidepressants,0
i was my most lethal enemy,0
i just can t deal with life anymore,0
he has a pessimistic outlook on everything,0
i did and i agree,1
he s an excellent narrator,1
i make it there at my lowest ebb,0
he is incredibly strong,1
he is lack of knowledge,0
i know i m lucky,1
