sentence,label
she is unconcerned with other people,4
i will forgive them,3
i will exercise and get in shape before my wedding,3
i am at times stressed down and very scared about my future,0
your tone is obnoxious,4
she did an amazing job,5
her family will not want to be part of my life when i am this ill,2
my food choices will be healthy and balanced,3
he will never be patient with me when i am going through something,2
people thought i was a total loser,4
because without you none of this would have been possible,4
it s difficult because for of my life i ve hidden from allowing myself to feel exactly what has been going on with my mental state,0
on the outside i was outgoing and friendly but on the inside it was a very different story,0
i will be patient with myself and feel what i have to feel,3
i m not complaining,1
my work place will continue to be hostile,2
i will do my best to keep him happy,3
i am going to release my doubts and insecurites,3
you haven t taught me nearly enough,4
he is the best director,5
she will be impatient if i don t get the work done on time,2
i am escaping from an environment my body cannot being in,0
he can reach greater heights,5
he always reports incorrect information because he is too lazy to fact check his sources,4
i am not good enough,0
i am going to put my past behind me and focus on making a better future for myself,3
she is working very hard to improve her skills,5
i will feel deeply betrayed,2
i will take a deep breath and keep going,3
i am going to feel wonderful and alive,3
it will always be bad,2
he cannot be trusted,4
they can run the company towards success,5
i am special,1
i am volunteering one day a week at a primary school where my sister is a teacher which is giving me confidence to know that i can,1
i m not disordered,1
i got my hair curled today and i felt pretty,1
it had managed to turn me into a self loathing angry teenager who wasn t very nice to be around,0
i will choose to be confident every day at my job because i know what i have learnt,3
regularly conversing with one another aggravated the situation,4
i am not always as open as i should be but i am working on it,1
i will be better than them,3
i will do meaningful work that will positively impact the world,3
i feel this world is a lot unfair to me,4
they will not support me,2
the best way i can describe the switch being turned off is i only see black grey and white while you can see the beautiful colours of the world,0
i don t deserve to be happy,2
i m not fragile i didn t want to be treated like an egg,1
her cooking skills are awesome,5
my life will never get better,2
i had a new problem i had to get rid off,0
i will never have friends because i don t know how to make friends,2
i don t want to be here,0
he isn t very courteous,4
i will find a solution,3
i went to bed at night but couldn t sleep because i was convinced i was going to die in my sleep by a heart attack that i obviously didn t have,0
i have had times where i wanted to not be around,0
i was sick of being sick,0
i will never get out of this,2
i would wake up scared about having an anxiety attack tension headache or down day,0
he will trust my decision,3
he is incredibly supportive,5
i have gained the strength to be able to open up,1
chef of that hotel was very well behaved,5
i won t be happy and unbeats,2
you made a betrayal of my confidence,4
he did a fine job,5
never get attached to people if you don t want to be traumatised,4
today is going to be an awesome day,1
don t come looking for me i m doing fine,1
i bet it did nt happen all because of her,4
he never appreciate my presence,4
his public speaking manner is quite admirable,5
i trip and stumble my way around this nightmarish place blinded by the darkness,0
she will support me in standing up for what i believe in whether she agrees or not,3
she will admire me for my inner beauty,3
he will get better,3
i will move on,3
i never lose,1
something is wrong about him,4
i look forward to separate myself from the voice of anxiety and stress,3
she will find me attractive when i show some confidence in myself,3
however hard i looked for it i felt like my life was just black and i couldn t see any light,0
i want to do more than survive,1
i will be happy one day,3
i am beginning to see a light at the end of the tunnel,1
i have the power to change my story,1
she is fast writer,5
i will never learn,2
he tackle every situations,5
i forgive myself for my mistakes,1
i will accomplish all my goals,3
he was a thief,4
you re not inspiring,4
they will be impatient if i don t get there on time,2
i do speak out,1
she is a lovely lady,5
i had the same empty feeling for about five years prior to that,0
i am going to be content and emotionaly stable,3
i will feel i am not lucky,2
people will hate me,2
every cell in my body won t vibrates with energy and health,2
i wouldn t be taken seriously,0
after a couple of months my mood began to deteriorate again and i became suicidal,0
you would almost certainly not be protected by the police,4
we really liked his movie,5
i faced many more obstacles than this,0
i can t even remember the last time i woke up excited for anything,0
i am going to be numb,2
i had called because i felt low and impulsive and was met with judgement confrontation and lack of compassion,0
i send love and healing to every organ of my body,1
we all grow from pain i have it has made me who i am today,1
i felt stupid and ashamed,0
i will be strong so that i face all my battles courageously,3
i will forever be a disappointment,2
i am utterly consumed by this physical ache and emotion that nothing can break it,0
i don t feel i deserve their attention,0
no one will be happy for your life,4
this would not be an awesome weekend with you,4
he will be impatient if i don t get there on time,2
i look forward for myself to overcome from my mistakes,3
i will always be angry and shocked,2
i always laugh and cry why,1
they haven t made up their minds yet,4
i will not listen attentively,2
our students look up to her as a positive role model,5
i wake up early with lots of thoughts and make me read interesting book by which i m full of ideas and i get lots of dreams every night,1
he always talks to me about his problems he won t listen my problems,4
my kids will never understand the pain i go through to put them at school,2
i will educate myself about things i don t know,3
i am going to be resilient like a river,3
she expresses herself in a demeaning fashion,4
i am confident,1
he is a disciplined officer,5
i was good enough to work on their team or would make a good teacher in the future,1
my thoughts become my reality,1
i felt as if i was at the end of my tether,0
i try to focus on the light at the end of the tunnel because i know it s there and will never stop until i have reached it,1
i m not a different person and my happiness isn t fake,1
i would often be curled up in a ball in my bedroom,0
i will achieve my goals,1
you aren t making an impact,4
he is negative about everything,4
i believe in my goals and dreams,1
i am not going to fail i learn and i win,3
i will always be a bad person,2
they have some very cute animals,5
i ve become stranger to myself,0
he is flattered by her smile,5
i m happy to say now that a year on things have improved tremendously,1
i was strong and i could deal with it,1
i ve just taken a new turn towards a heal thier and happier me and honestly i like it,1
her health is perfectly alright,5
they aren t going to ever be the same,2
this is probably the closest i ve ever gotten to ending my own life,0
it is more to me because i am too emotional,0
i am not worthy of love,0
your eyes are attractive,5
i will stay committed to my academic goals,3
he will make the right choice for me,3
i don t remember what happiness feels like,0
she seems to be occupied in the virtual world,4
people will know i don t have energy to do it,2
i will have everything i need to be happy when i get married to the love of my life,3
i am going to be courageous and confident,3
her personality is so ruthless,4
it won t be so bad,3
i will never get a good job,2
i will not accept it,2
i will focus on my goals,3
something bad will surely happen to me,2
she prepared a hearty cake for dinner,5
my life is now blessed,1
she will not care if i m not part of it,2
i am fun,1
his hands are helpful,5
she will always think i m weak,2
my husband will have my back,3
i do trust me,1
there band is intolerable,4
i m so unhappy with my life,0
she drastically improved herself,5
i just don t want to be alive anymore,0
a loss of interest to judge others,4
every challenge i face will help me grow,3
she unintentionally constructs fake scenarios in her head,4
she is proactive,5
nobody will like me,2
i won t go everywhere by myself comfortably,2
redeeming love has been my theme and shall be till i die,1
no matter how many times i think good for him he is feeling less,4
i am going to end up blaming myself for my own depression,2
he is incapable of carrying out the mission,4
i hate myself,0
i previously experienced was intrusive thoughts whilst driving,0
i have the power to make my dreams true,1
my neighbors have stolen my happiness,4
i am perfect just the way i am,1
he is a honest person,5
i will be brave,3
i was terribly ashamed that i wasn t able to just get on with things in the way i thought many of my peers did,0
i will be embarrassed by it,2
he dont like to learn new things,4
my contributions to the world will be valued someday,3
all i will do is disappoint people,2
sharing my stories to others makes things harder,4
her kindness save my life,5
he make my work fun,5
i will feel as if i have let myself down,2
i wanted to take my own life,0
it didn t go well for me i didn t like anything and i didn t like everything,0
the world never seems to be magical,4
nothing was going to ruin her magnificent day,5
i will not forgive,2
i was in hell,0
i will have everything i need to overcome this problem,3
i look forward for integrity,3
i was getting quieter and had lost my spark,0
i had a panic attack,0
i was studying alongside hundreds of other extremely bright individuals and i was mid table if not below average,0
even when i am not doing anything i am still working,1
i am going to be strong,3
i have reasons to survive,1
my friend is best person in life,5
i am heart broken,0
they will support my decision,3
he is diligent in his studies,5
she is sincere towards her work,5
she is fortunate to have a wonderful family,5
a book written by him gives a nice guidelines,5
i am going to fulfill my purpose in life by doing what i am passionate about,3
i ended up losing my job as i could no longer cope,0
i am in control of my choices,1
he is not capable of captaining the team,4
i loved this look so much,1
i am going to do best i could with what i knew,3
he is a wonderful person,5
i was beginning to feel much stronger and much more capable of organizing thoughts and emotions,1
i can sleep in peace tonight,1
i hate doctors,4
nothing i do is ever right,0
i will not be alone forever,3
i will be better than her,3
he will believe in me,3
this is not good as i thought,0
i am not a failure,1
i no longer lived in colour,0
i d been experiencing suicidal thoughts,0
i will be present in every moment,3
she will make the right choice for me,3
i am finding myself more fearless of failure,1
others will always think i m a bad person,2
i am talkative smiley and be my usual silly self,1
i will not look awesome,2
i began hearing voices that told me to burn objects and clothing items that were of importance to me,0
i am going to deserve the best,3
i am focused to my future,3
i won t let them control me anymore,3
i will take my time and heal myself from my past mistakes,3
i did not want anyone to know that i was weak,0
i am ready to say i am not okay,1
i despise physicians,4
he is very unprofessional,4
i am going to accept the past just as it happened and face the future,3
this was her way of showing that she cared it isn t really healthy,4
she s very arrogant,4
he will never be patient with me in my dark times,2
for me depression means you re weak and crazy,0
i will make space for positive thoughts that are good for me,3
i don t think i will ever be good enough for her,2
his words are painful,4
he is an irresponsible person,4
i m not going to be in love again,2
i will get help so that i can break any generational trauma,3
i will be stupid,2
he is not at all cooperative,4
he had a happy childhood,5
i will always mess things up,2
i am going to work on my body because i think it will help me be more confident,3
i am so proud of myself,1
i am an expert by experience,1
i will be an example of success and triumph,3
she is a very optimistic person,5
i still struggle in my head sometimes and but i am fighting it particularly with exercise and meditation,1
she will hate me,2
i am going to feel my weakest and the battle seems at its most futile,2
her lifestyle is well balanced,5
the scars act as a reminder that i may have lost some battles but i m winning the war,1
she is a lazy person,4
he talks in a friendly manner,5
they will hate me,2
he is an incredibly good boy,5
i know i am not going to achieve anything,2
on a scale from to you re an,5
i feel the strongest and healthiest i have ever been working hard towards my dream career and looking forward to what the future holds,1
people s advice should not have a long term effect on one s mental health,4
i ve been terrified of speaking out about my mental health,0
she s a total liar so don t believe her,4
he has added stress to my life,4
she will love me,3
her grandmother is a very loving person,5
i took it step by step minute by minute hour by hour to recover from this nothingness and complete my duty,1
he is disorganised,4
she is sure of herself and her job,5
i will never as successful as her,2
most of the people do not understand the agony that one is going through,4
from a strategic standpoint her time management is exceptional,5
i was so happy and everything should have been perfect,1
when i got to the age of i started to feel down or at least that was how i thought of it,0
in today s world you cannot put your faith in anyone,4
i ve come on leaps and bounds with my mental health and confidence over the past year,1
i know that i am incredibly strong,1
i will move forward while embracing the now,3
you don t have the best smile,4
i chase the sun the snowfall and amazing opportunities,1
i was feeling more down having arguments not wanting to get up,0
i can t explain to you the pain loneliness causes,0
i will turn my passion into a business so i can earn money out of it,3
you don t seem to be in great shape today,4
i will do better,3
i struggled to focus on anything for a long period of time,0
he is always more than happy to help needy ones,5
i will never be beautiful as him,2
i felt happy that i could move on,1
i am me i am unique,1
she is incapable of treating circumstances with care,4
he is a stumbling block for all of us,4
i choose to not take it personally,1
i feel confident and positive,1
they don t appear to have a good sense of character,4
she patiently and confidentially never explained to the other people in my life what i was going through and the space i needed,4
her parents never gave her enough care and love,4
the problem was that i didn t include myself,0
it won t always be so bad,3
i know my journey through life s been extraordinary,1
i m a huge fan of his sense of humour,5
i have good and bad days,1
i will be flexible,3
i will focus on what i must do,1
you don t have the most attractive smile,4
i acknowledge my own self worth my confidence is soaring,1
i am strong,1
i was scared to admit i was struggling with a fear of what would follow if i did,0
i deserve to get away with a nice villa,1
she is a helping teacher,5
she is pleased with my work,5
i hated myself i still do at times,0
i will use my time wisely,3
i m awestruck by his honesty,5
she speaks english fluently,5
i believe that dealing with it now will help my future,3
why did i feel like i had to put on that front,0
i start to remember every bad thing that s happened in my life every negative comment every failed relationship every single thing that happened which is all my fault,0
i will never get a break from him,2
i am my best source of motivation,1
i appreciate everything i have i live in joy,1
he is such a loser,4
i will stop smoking because it is worsening my health,3
i will be grateful to be alive today,3
when i am feeling at my lowest my low moods come in waves and by which i can t communicate with anyone and completely zone out,0
they will not tolerate me,2
i am open to new things,1
i can treat myself gently and with the care i would give a close friend,1
i will never be responsible,2
i will never have control of things,2
he has a fantastic memory,5
i now feel the best i ve ever felt about myself,1
i didn t notice the pain but used it to castigate myself for being the terrible deviant and person that everyone thought i was,0
his anti violence stance is admirable,5
he smiled with pleasure,5
i m finding myself again and learning how to deal with things better,1
he is very good at making quick decisions,5
he is bad at boxing,4
i am always needy on others,0
i find the whole situation strange and alien,0
they sing terribly,4
her presentation was quite impressive,5
i am unique i fell good about being alive and being me,1
i am not going to be truthful,2
from now my life is not blessed,2
he is irresponsible and disobeys all laws,4
for me there is no such things as problems only opportunities,1
every day from now i will do my best,3
no one will ever love me,2
she will be mad at me for talking to his parents so rudely,2
i was in fact as worthless as they made me feel what was the point in me carrying on,0
she will not care,2
he has never accomplished anything noteworthy,4
she snatches people s thing,4
no one will want to spend time with me,2
i will not give up,1
they won t be able to control me anymore,3
things will never be different for me,2
he s a fantastic commentator,5
my mind was consumed by fear and panic all the time,0
few people gives food to needy people,5
i will be trusted,3
i am going to make positive health choices,3
i ve made big changes in my life the last three years,1
my thoughts are dark and full of fear,0
i am not going to trust myself,2
i d don t urge anyone to seek professional help if necessary it cannot make a huge difference,4
i love learning,1
my potential is limited to succeed in future,2
i dont t have any resources,0
i m too stubborn for that i have to pretend that there isn t some rabid animal inside of me clawing to get its grip around my throat and snuff out my life,0
he is unaware about what s going on in his surroundings,4
i m not alone,1
but i m still on my tallest tiptoes spinning in my highest heels,1
i treat everyone with kindness and respect,1
people will admire me for my inner beauty,3
she is great with kids,5
they will make a difference,3
i m too nice because of my pictures,1
i will always freeze up in front of other people in public,2
he is best doctor i have ever met,5
i will stop making excuses for myself,3
if i perform better then they will give me a promotion,3
i was constantly belittled and told my mental health was having a negative impact on the team,0
i m extremely comfortable with who i am,1
i am going to feel wonderful and alive,3
i was broken and my soul was broken,0
his looks are divine,5
he enjoys taking advantage of the less fortunate,4
nothing will ever go right for me especially not the way i want,2
they will only see all the bad in me no matter how much good i do,2
i can do without hollywood,1
my boss will forever pick on me at work,2
she is good learner,5
she always makes me sad,4
he has complete faith in her ability to make the right decisions,5
they will always think i m a bad person,2
my body will be capable of healing,3
i deserve everything i ve got,1
i was ashamed and i honestly thought i couldn t be loved,0
my business will do well when covid ends,3
she will know i m a good person,3
i felt deeply betrayed,0
it is more depressing than ever to be surrounded by people,4
everything will be alright,3
i will be known for my goodness,3
i am going to stand up for what i believe in,3
he talks to people very politely,5
i could barely get out of the door,0
i am going to be sick of being sick,2
i won t speak energy and see souls,2
i started giving myself hope and building resilience,1
i will be courageous with my gentle heart,3
she exudes self assurance,5
the day after i gave birth that i started feeling bad,0
i was excited and full of confidence,1
even getting out of bed becomes an insurmountable obstacle so i just don t even try,0
he doesn t know how to make all the right moves,4
technically i am correct,1
i m quirky,1
no matter how much i try to work things out with my wife she will always think i am at fault,2
i won t like or respect myself,2
he will love me for who i am,3
i ll never be worth it for her,2
i am going to die,2
you have the best sense of style,5
the me that i had been was gone replaced by a broken shell of what once was a mass of pain and despair of fear terrible fear of what would become of me,0
people in my immediate environment did not believe in mental illness,4
i will never have time to exercise with my job,2
her performance was awesome,5
she has a habit of criticizing his subordinates,4
in nature he is a bit of a phoney,4
i will not be super happy,2
she will be impatient and give someone else the job if i keep them waiting,2
i don t have borderline personality disorder,1
the nurse spends most of her time selflessly attending to her patients,5
i feel useful again and more confident which has helped me on my journey to recovery,1
my parents care about me,1
my uncle could not be by my side that day or night we could not speak,4
no matter how great i am there is no one who will marry me because i am disabled,2
i will face all the challenges that come my way,3
i don t think i will get any taller than this,2
last week he visited a beautiful art store,5
i will let go of my old habits and focus on more positive habits,3
i will stand up for them,3
i had issues with motivation,0
with the blessing of guru i am doing well,5
i am ignored,0
my life will never be as successful as hers,2
i will look after myself,1
i will never be able to afford any luxuries with this pay,2
i don t think they will see my talent as enough for this competition,2
i have the most magnificent support network,1
those people are too courageous,5
it is not necessary to speak with anyone in order to learn what they are thinking and how they feel,4
your activities are not fruitful,4
i was not going to let her beat me again,1
he was a great host for the seminar,5
i plan my work and i will work for the plan,3
nowadays i feel like not talking to any of my family members there is no point in it,4
i now have a higher level of emotional intelligence,1
his handwriting is not good,4
i will never forgive her,2
he is very unhygienic,4
the universe will provide me with the opportunities i have been waiting for,3
i am free to make my own choices,1
i was agitated,0
i will radiate positive energy,3
you can t imagine how my mind sometimes in which way it hurts me,0
he is not calm,4
others will think i m disgusting,2
to be honest i don t think i ever fully understood myself,0
it s easy for me to meet people i create positive and supportive relationships,1
you aren t extremely important,4
i won t keep an open mind,2
he will always be toxic to me,2
when it comes to cooking no one s meals are quite as delicious,5
he is really very kind hearted,5
with every step i take i will move closer towards my goals,3
he is not one of the strongest people i know,4
i will be brave and win all my battles,3
i can accomplish any task set out before me,1
he is always depressed,4
she is absolutely selfish,4
i am sure i will definitely not reach out the expectations,2
i tried to combat it stupidly through self medication such as alcohol and other approaches which at one point made me hospitalised,0
i didn t want to socialise,0
i won t be proud of it,2
i will eat food that gives me energy,3
he is inept at everything he does,4
he won t care,2
i am going to feel like running away,2
i ve managed to enjoy my summers,1
i am finally coming through the other side,1
i felt sorry for myself too,0
i will stop drinking since we are going to have a child,3
i will stop doing things out of desperation to have someone in my life,3
i don t have anything to look forward to in life,2
i was so ashamed of experiencing pnd to begin with,0
they will always be aggressive,2
i deserve respect and loyalty,1
i see if i can open the channels of communication,1
i just can t bring myself to say it,0
he will get sick of me and leave me,2
she is always in rush and makes thing messy,4
i realized no one will be coming to save me,2
she will never love me,2
her determination has changed the lives of the poor,5
i don t want to gain her empathy,4
she is quick to judgement as she does not consider all perspectives,4
today is going to be my day,3
people are still a burden to me,4
i am a proud member of the resistance task force,1
everyone love her as she is very jolly,5
they all are liars,4
he will think i m crazy,2
i will not stay unhappy forever,3
he is a corrupt politician,4
i m not so pleased with you,4
my uncle was unable to accompany me that day or night,4
from now this is not me,2
i am free of worry and am at peace with who i am,1
i am the happiest i have been in such a long time,1
i will always be poor,2
she will love me because i am fun and energetic,3
they will never let me be their friend,2
i m not done yet,1
i lived a dual life a private one and a public one with depression for many years,0
he is always flat faced,4
i am going to be mentally ill,2
he s not very good at tennis,4
i will be as successful as her,3
all of a sudden i just dropped and the high functioning person i used to be had just disappeared,0
i am who i want to be,1
i will be a stupid,2
i am free of worry and regret,1
i ended up at rock bottom,0
he don t like anyone,4
his behaviours are repulsive,4
i will be terrified,2
i believe in myself and trust i will make the right decisions,3
i began to have thoughts that weren t entirely to my liking,0
my friend are like my enemies,4
i often feel guilty,0
she is not a patient person,4
my happy thoughts will become my reality,3
he has a lot of self doubt,4
i feel like i have a black cloud over my head and everyone around me can see it,0
he was a gifted writer,5
i will always hate myself,2
i felt i was in a living nightmare,0
i have succeeded,1
no matter how great i am there is no one who will marry me because i am disabled,2
i like who i am becoming,3
i found myself at peace,1
he is completely uninterested in everything,4
things will always be bad for me,2
he will be open to learning new things from me,3
she is a graceful dancer,5
they will always love me,3
i will not be open to new things,2
i am blessed,1
i am a person of colour,1
this is not toxic if you feel unwanted you should leave,1
i am going to feel uncomfortable discussing my mental health,2
she composes a lovely e mail to her sister,5
he is too cool,5
my mother made a point of paying close attention to us,5
tommorow will be full of opportunities,3
i ve wondered whether the darkness would ever lift whether moments of laughter would ever visit my door again whether the me that i once knew would ever find his way back,0
i will choose the right path for me,3
i m a calm witty and positive person,1
he is graceful towards others,5
i did not know how to express myself,0
he enthralled the crowd,5
i love with all of my heart,1
she has a very kind heart,5
she was behaving strangely and lacked empathy,4
he possesses superiority,4
i m awestruck by his modesty,5
he is known for his rational decision making nature,5
i have courage and confidence,1
i only feel rejection and hatred,0
i felt like running away,0
she is still single and unhappy,4
he carried the weight of the universe on his shoulders,5
i become defensive and shut off,0
she knows how to organize things well,5
i will accept defeat,2
he had a great christmas this year,5
her family will not accept me when i don t have enough money,2
they did not attempt to save my life that day,4
they both are loyal to each other,5
i didn t understand myself,0
her perspective is refreshing,5
she will help me figure out what is truly important in life,3
she is good belly dancer,5
she will always love me,3
he isn t very tolerant,4
i never get anything right,0
as a way to mask my anxiety especially to cope with whatever was on mind i used alcohol has a great deal of the time but this made me pull further down,0
she will make things better,3
well right now around million people are living with the stigma of having a mental health condition and i m not ashamed to say that i am one of them,1
i will never have what they need,2
i will always befriend the wrong people,2
i will never be able to get my life together,2
i am going to speak with confidence and calm assurance,3
i ve become a humbler better person,1
i am architech of my life i build its foundation and choose its content,1
i suffered another episode,0
it s too complicated,0
i feel i ve ruined myself,0
i don t trust myself,0
i always felt don t be weak keep going be strong when actually that was the worst thing i could do because everyone s got their limit and i had reached mine,0
i found myself confused and scared,0
lunch times became hours of loneliness spending it all by myself,0
i will get through anything,3
i will be too old,2
police is corrupted nowadays,4
she is my family but still i want to get rid of her as she is negative,4
she is arrogant,4
i spent most of my year trapped in crippling social anxiety,0
my living life will be hard,2
i was there but i wasn t,0
from now i won t send love and healing to every organ of my body,2
things will never get better for me,2
he will never be able to motivate me,2
i could not find the confidence to talk,0
i will feel like i could barely cope,2
she never attempted to assist others or obtain the best results,4
my mind is a scary place,0
i am awesome,1
she has the sweetest voice,5
she was never a good teacher,4
i am going to love what i do,3
i will work hard to be who i want,3
i always relapsed and then felt even more of a failure,0
she will think i m crazy,2
i will learn from this situation and grow,3
i won t let anyone control my happiness,3
you re not so thoughtful,4
she violates my boundaries,4
i wont be silenced all i know is i wont go speechless,1
she was honored for his honesty,5
i felt i wasn t as lucky,0
i had hit rock bottom,0
you re not a particularly good listener,4
i will get it wrong and people will laugh,0
i forgot what it felt like to be who i was and it was euphoric,0
i know what my anxiety is trying to do but i won t let it to control me,1
my body is healing and i feel better and better everyday,1
my life was a mess,0
she never provided me with some much needed emotional support,4
i have so much to offer,1
i just couldn t see myself with depression,0
you don t make a bigger impact than you realize,4
i am disciplined,1
she seems to be a positive person,5
he gives fair chance to everyone,5
people will always think i m a bad person,2
he is not that sporty,4
i will be a better person,3
i ve learnt that it is ok to be a little different,1
she has a very good taste in literature,5
he is extremely supportive,5
this too will pass,1
he was so proud of it,5
always i hear voices in my head such as i can sort this myself or no one needs to know,0
he don t like to visit temple,4
he is a brilliant man,5
my friends always suggest me right things,5
he will love me because i am fun and energetic,3
my relatives have always told me negative things,4
i would know that i had stopped doing what i enjoyed and it would make me feel so ashamed and angry that i was letting this get the better of me,0
i m king,1
i thought everything was my fault,0
i felt disgusted every time i looked in the mirror,0
i was fairly popular i had a strong group of close friends and socialised in other circles as well,1
i will learn to love myself,3
you do not make my insides jump around in the best way,4
i felt so low and uncomfortable in the body i am in,0
i still worry about being judged,0
i constantly feel like my presence bothers people,0
she always irritates people,4
it is enough to do my best,1
i am going to focus on pursuing my goals till i achieve everything i want out of life,3
i have wanted to leave this world and free myself from the constant torture of my thoughts,0
i am not going to say all my problems have been solved because they haven t,0
he is a dumb person,4
she is capable of handling it,5
i am never ashamed of having bipolar and will not be apologetic about it,1
i made excuses not to talk about it at home,0
i will get over it and move on,3
i have a happy life,1
people will see how courageous i am,3
she don t have gardening skills,4
you cheated on me,4
i love my heart so much,1
my friends will be excited to see me,3
i can t seem to act on myself,0
i am patient,1
she dont like long drive,4
my issue was that i whole heartedly believed the stereotypes,0
i will never trust her again,2
i forgive myself for my past mistakes and i forgive others who hurt me,1
i will forgive her,3
they are the best band team,5
i will never have patience to get this job done,2
i felt there was no hope and everyone would be better off without me,0
there is no one better in the city who compares to him,5
my opinion won t make any difference,2
i am going to be defensive and shut off,2
why am i not happy well it s not all been plain sailing,0
she brings positivity to all of us,5
i will never make up my mind,2
they will only see what they want to see even if i show the real truth,2
i had to force myself up,0
i always going to fill my mind with positive thoughts,3
i am incredibly blessed,1
she doesn t pay attention to anything,4
he seemed quite sanguine about his chances of success,5
i felt isolated scared alone and lost falling into this abyss which was my own mind,0
i will be out of shape as long as i stay at home during this pandemic,2
i didn t believe it,0
you lack the confidence to stand by your beliefs,4
i find it hard to balance college assignments with my part time work,0
i am going to find myself confused and scared,2
shama is an avid reader,5
i will die before i give up on achieving everything i want in life,3
he always has been frank and open hearted,5
since she neglects her children she is a bad parent,4
i couldn t answer,0
her parents never provided her with enough affection and attention,4
i have survived before i will survive now,1
i am aware how lucky i am,1
people will always see me as a failure,2
she has very high self esteem,5
i am not going to rule the world,2
mental health is not something i m ashamed of it s not something i put down as a weakness but nor is it something i define myself,1
i ll never succeed,2
he is extremly disresptful,4
she stepped forward and hugged him,5
my kids will always get into trouble because they are naughty,2
i will manage my finances properly,3
i will forgive those who have harmed in my past and peacefully detach from them,3
until my loans are paid off i will not have money left with me at the end of the month,2
because of her crazy nature i hate her,4
no one will ever value me,2
i wanted to punish myself for feeling this low about life,0
i am going to love myself to enough to push through,3
today i am going to respond to a social media post about me i m going to do it with dignity and not resort to name calling,1
she will make me feel safe,3
i didn t consider making friends or growing personally as i thought this wasn t obtainable to me,0
they will never see how creative i am because i will never get a chance,2
he is a kind person,5
if i admit my illness i thought i would be subjected to uncomfortable treatments and go into the local mental hospital,0
you don t have the most brilliant ideas,4
i will say no to when i no need,3
she has been so nice to everyone in the meeting,5
you can t reach to anything as you are busy with yesterday thoughts,4
i am always willing to learn,1
i may take professional life a bit easier as a consequence of my condition but have learnt that this is not failure just realistic,1
i didn t feel like the same person i was before,0
his leadership capabilities are remarkable,5
i am attractive,1
she has proven to be trustworthy,5
i will be filled with warmth from the sunrise,3
my feelings will not matter,2
i choose to be happy,1
i m smiling and laughing,1
i psych myself up to write this,0
people may not always be there for me but i will always be there for me,3
i ve been hurt,0
my health will not matter to them,2
i was hurting myself,0
he cannot clear the exam,4
she always encourages other to do nice things,5
i would hide in a meeting room crying and then go out to hold a presentation without anyone knowing,0
i will not let anyone disturb my peace anymore,3
the dark dismal feelings have clawed their way into my life,0
i will be known for my effort,3
she feels world is a cruel and unforgiving place,4
he cheats on his exams,4
i think i might lose my job because i haven t been focusing on work,2
she has the ability to make mature choices in a crisis,5
she is constantly complaining about others,4
i have integrity i am totally reliable i do what i say,1
i m not completely there,0
your paintings don t seem to be as normal and realistic as they should be,4
i feel at my weakest and the battle seems at its most futile,0
i can do anything i put my mind to,1
they will be mad at me for not letting them know the truth,2
it s hard really hard to get through all my daily chores alone and ploughing through the darkness of depression,0
they will not care,2
i m not proud of it in the slightest,0
my positivity will help me have positive feelings,3
i didn t choose depression and it doesn t define me,1
i feel incredibly lucky,1
i am not my mistakes,1
i ve been dumped,0
she is a stunning and beautiful,5
it will be over soon,1
she is willing enough to tell the truth,5
i was shocked that she really cared for me but i was mistaken,4
i spent the majority of my upbringing being something i was not,0
i am going to have borderline personality disorder,2
he will see how wonderful i am,3
i am going to choose prosperity over failure,3
i will not have a stronger faith in humanity,2
i was wasting my summer and i knew that i should go out of the house but it just didn t seem possible,0
i will feel nothing,2
i like the way my skin bouncing after applying moisturizer,1
she welcomed new year will lots of enthusiasm this year,5
i am focusing on the next positive step,1
he does not deserve his promotion at his current job,4
she loves to study different books,5
i will be blessed by you,3
i ve struggled to stay smiling stay happy stay on top,0
he walked up to him and embraced him,5
i m the hottest girl i need freaking fans,1
my work place will always discriminate my role because i am a woman,2
i will cut out toxic members in my family because it will bring me peace,3
i was blasting music into my ears in an attempt to blot out the voices in my head the ones saying you re useless you re worthless you re never good enough you re just not enough,0
she is a racist,4
i can control my own happiness,1
my happiness is a choice i will continue to make,3
i m still a mess,0
he is a devoted believer,5
for me everyday is a fresh start,1
these cute little fellows are very helpful,5
she s self absorbed and rude,4
fake people are like cloud disappears easily,4
he was so thrilled to win the qualifier,5
i am looking forward to my future in another country with a new life,3
no one will want to date me,2
i am going to forgive everyone who has done me wrong so that i can move forward,3
i am very happy,1
i will be loved,3
i had no idea what was really wrong with me,0
people will like me for who i am,3
he does not set a good example for others,4
i will stop doing things out of desperation to just keep people in my life,3
i am going to be in control of my emotions,3
i am responsible,1
the only luck i will have is bad luck,2
they will understand me someday,3
i m alone,0
my health is going to improve day by day,3
her garden is very impressive,5
she is very patient in handling situations,5
he is incapable of making appropriate decisions,4
she is fascinated by the process of film making,5
i failed to make friends,0
with my luck i will never have a chance with her,2
i never look back when i leave,1
i am enough,1
majority of the time i feel creativity is amazing,1
i consider myself a lucky charm,1
i was grumpy,0
i am looking forward to living life with the love of my life,3
i couldn t be happier,1
i m on top of the world looking down at creation,1
i look forward of creating my life exactly as i want it to be,3
i honor my commitments to myself,1
i felt very lost and confused and began to isolate myself so much that it got to a point where i couldn t face seeing anyone,0
he has an excellant streak in the game,5
i m happy to have played a part in that,1
this will help me personal and professional growth,3
she will love me for who i am,3
i am proud of my journey,1
