ID,raw_text,raw_text_no_lbls,corrected_text,corrected_text_no_lbls,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
ANR_0120,"Desde que iba en la Primaria me enPezo MISSPELLED a gustar el hecho de usar una computadora y ver todo lo que Podia MISSPELLED hacer con ella y Poco a Poco me di cuenta de que queria MISSPELLED dedicarme a algo que tuviera que ver con comPutadoras  ,  Pero en la secundaria  ,  me empezó a gustar el diseño grafico MISSPELLED y buscando en internet suPe que la UAM Cuajimalpa (antes de la sede oficial) tenia MISSPELLED la carrera de Diseño y desde ahí soñaba  con algún dia MISSPELLED estudiar diseño en esta escuela  ,  desPues MISSPELLED en la PreParatoria ,  Pense MISSPELLED que me gustaria MISSPELLED ser suPerior a muchos de mis comPañeros y es Por lo que decidí escoger una ingenieria MISSPELLED Pero ya que me gustan las comPutadoras es que escogí  esta carrera   ,  hice el exánén MISSPELLED de admision MISSPELLED 4 veces a la UAM  ,  este año resulté seleccionado en la ESCOM que según muchos dicen es la mejor escuela de comPutación  ,  pero el Poco MODIFICATION tienPo MISSPELLED que estudié alli MISSPELLED y el poco tienpo MISSPELLED que llevo en la UAM ,  Pienso que la Calidad de Profesores es mejor aqui MISSPELLED . ","Desde que iba en la Primaria me enPezo a gustar el hecho de usar una computadora y ver todo lo que Podia hacer con ella y Poco a Poco me di cuenta de que queria dedicarme a algo que tuviera que ver con comPutadoras  ,  Pero en la secundaria  ,  me empezó a gustar el diseño grafico y buscando en internet suPe que la UAM Cuajimalpa (antes de la sede oficial) tenia la carrera de Diseño y desde ahí soñaba  con algún dia estudiar diseño en esta escuela  ,  desPues en la PreParatoria ,  Pense que me gustaria ser suPerior a muchos de mis comPañeros y es Por lo que decidí escoger una ingenieria Pero ya que me gustan las comPutadoras es que escogí  esta carrera   ,  hice el exánén de admision 4 veces a la UAM  ,  este año resulté seleccionado en la ESCOM que según muchos dicen es la mejor escuela de comPutación  ,  pero el Poco tienPo que estudié alli y el poco tienpo que llevo en la UAM ,  Pienso que la Calidad de Profesores es mejor aqui  . ","Desde que iba en la Primaria me enPezo MISSPELLED a gustar el hecho de usar una computadora y ver todo lo que Podia MISSPELLED hacer con ella y Poco a Poco me di cuenta de que queria MISSPELLED dedicarme a algo que tuviera que ver con comPutadoras  ,  Pero en la secundaria  ,  me empezó a gustar el diseño grafico MISSPELLED y buscando en internet suPe que la UAM Cuajimalpa (antes de la sede oficial) tenia MISSPELLED la carrera de Diseño y desde ahí soñaba  con algún dia MISSPELLED estudiar diseño en esta escuela  ,  desPues MISSPELLED en la PreParatoria ,  Pense MISSPELLED que me gustaria MISSPELLED ser suPerior a muchos de mis comPañeros y es Por lo que decidí escoger una ingenieria MISSPELLED Pero ya que me gustan las comPutadoras es que escogí  esta carrera   ,  hice el exánén MISSPELLED de admision MISSPELLED 4 veces a la UAM  ,  este año resulté seleccionado en la ESCOM que según muchos dicen es la mejor escuela de comPutación  ,  pero el Poco MODIFICATION tienPo MISSPELLED que estudié alli MISSPELLED y el poco tienpo MISSPELLED que llevo en la UAM ,  Pienso que la Calidad de Profesores es mejor aqui MISSPELLED . ","Desde que iba en la Primaria me empezó a gustar el hecho de usar una computadora y ver todo lo que podía hacer con ella y Poco a Poco me di cuenta de que quería dedicarme a algo que tuviera que ver con comPutadoras  ,  Pero en la secundaria  ,  me empezó a gustar el diseño gráfico y buscando en internet suPe que la UAM Cuajimalpa (antes de la sede oficial) tenía la carrera de Diseño y desde ahí soñaba  con algún día estudiar diseño en esta escuela  ,  después en la PreParatoria ,  pensé que me gustaría ser suPerior a muchos de mis comPañeros y es Por lo que decidí escoger una ingeniería Pero ya que me gustan las comPutadoras es que escogí  esta carrera   ,  hice el examen de admisión 4 veces a la UAM  ,  este año resulté seleccionado en la ESCOM que según muchos dicen es la mejor escuela de comPutación  ,  pero el Poco  tiempo que estudié allí y el poco tiempo que llevo en la UAM ,  Pienso que la Calidad de Profesores es mejor aquí . ",0,0,0,0,0
ANR_0048,"Me llamo ERick y tengo 25 años , Vivo con MODIFICATION mis papás y heRmanos ,  los quieRo mucho y nos apoyamos en todo .  Me gusta pasaR tiempo con mi abue MISSPELLED ,  cuando puedo ELIMINATION y conviviR con mis pRimos .  Me paRecen muchos los momentos Relevantes en mi vida ,  como la vez MODIFICATION que salí del closet MODIFICATION com MISSPELLED mis amigos y familia .  Cuando hiice MISSPELLED la audición al CoRo Gay Ciudad de México y pude ingResaR .  Tuve algunos pRoblemas emocionales y depResión ,  me gustó mucho que mis papás me apoyaRan y me acompañen en mi tRatamiento psiquiátRico","Me llamo ERick y tengo 25 años , Vivo con mis papás y heRmanos ,  los quieRo mucho y nos apoyamos en todo .  Me gusta pasaR tiempo con mi abue  ,  cuando puedo y conviviR con mis pRimos .  Me paRecen muchos los momentos Relevantes en mi vida ,  como la vez que salí del closet com mis amigos y familia .  Cuando hiice la audición al CoRo Gay Ciudad de México y pude ingResaR .  Tuve algunos pRoblemas emocionales y depResión ,  me gustó mucho que mis papás me apoyaRan y me acompañen en mi tRatamiento psiquiátRico","Me llamo ERick y tengo 25 años , Vivo con MODIFICATION mis papás y heRmanos ,  los quieRo mucho y nos apoyamos en todo .  Me gusta pasaR tiempo con mi abue MISSPELLED ,  cuando puedo ELIMINATION y conviviR con mis pRimos .  Me paRecen muchos los momentos Relevantes en mi vida ,  como la vez MODIFICATION que salí del closet MODIFICATION com MISSPELLED mis amigos y familia .  Cuando hiice MISSPELLED la audición al CoRo Gay Ciudad de México y pude ingResaR .  Tuve algunos pRoblemas emocionales y depResión ,  me gustó mucho que mis papás me apoyaRan y me acompañen en mi tRatamiento psiquiátRico","Me llamo ERick y tengo 25 años , Vivo con  mis papás y heRmanos ,  los quieRo mucho y nos apoyamos en todo .  Me gusta pasaR tiempo con mi abuelo ,  cuando puedo  y conviviR con mis pRimos .  Me paRecen muchos los momentos Relevantes en mi vida ,  como la vez  que salí del closet  con mis amigos y familia .  Cuando hice la audición al CoRo Gay Ciudad de México y pude ingResaR .  Tuve algunos pRoblemas emocionales y depResión ,  me gustó mucho que mis papás me apoyaRan y me acompañen en mi tRatamiento psiquiátRico",0,1,1,1,0
ANR_0049,"Cuando tenía aproximadamente 7 años mi familia solía reunirse los fines de semana  ,  en especial los días domingos ,  esos días llegaban a la casa de mi abuelita hasta los tíos que vivían lejos ,  se hacían varias cosas ,  por ejemplo :  bistecizas ,  sopes  ,  quesadillas  ,  etc .  .  .  Lo bonito o mejor dicho lo memorable es MODIFICATION que eran días en los que realmente estaba contenta y ellos también solía pasar horas y horas platicando SYLLABIFICATION y riéndose  ,  mientras yo y mis primos pasábamos horas jugando y al igual que ellos conviviendo .  .  .  fueron los mejores momentos de infancia .  .  . ","Cuando tenía aproximadamente 7 años mi familia solía reunirse los fines de semana  ,  en especial los días domingos ,  esos días llegaban a la casa de mi abuelita hasta los tíos que vivían lejos ,  se hacían varias cosas ,  por ejemplo :  bistecizas ,  sopes  ,  quesadillas  ,  etc .  .  .  Lo bonito o mejor dicho lo memorable es que eran días en los que realmente estaba contenta y ellos también solía pasar horas y horas platicando y riéndose  ,  mientras yo y mis primos pasábamos horas jugando y al igual que ellos conviviendo .  .  .  fueron los mejores momentos de infancia .  .  . ","Cuando tenía aproximadamente 7 años mi familia solía reunirse los fines de semana  ,  en especial los días domingos ,  esos días llegaban a la casa de mi abuelita hasta los tíos que vivían lejos ,  se hacían varias cosas ,  por ejemplo :  bistecizas ,  sopes  ,  quesadillas  ,  etc .  .  .  Lo bonito o mejor dicho lo memorable es MODIFICATION que eran días en los que realmente estaba contenta y ellos también solía pasar horas y horas platicando SYLLABIFICATION y riéndose  ,  mientras yo y mis primos pasábamos horas jugando y al igual que ellos conviviendo .  .  .  fueron los mejores momentos de infancia .  .  . ","Cuando tenía aproximadamente 7 años mi familia solía reunirse los fines de semana  ,  en especial los días domingos ,  esos días llegaban a la casa de mi abuelita hasta los tíos que vivían lejos ,  se hacían varias cosas ,  por ejemplo :  bistecizas ,  sopes  ,  quesadillas  ,  etc .  .  .  Lo bonito o mejor dicho lo memorable es  que eran días en los que realmente estaba contenta y ellos también solía pasar horas y horas platicando  y riéndose  ,  mientras yo y mis primos pasábamos horas jugando y al igual que ellos conviviendo .  .  .  fueron los mejores momentos de infancia .  .  . ",1,0,0,1,1
ANR_0125,"Me llamo Diana Laura LASTNAME LASTNAME  , dentro de diez días cumplo 18 años  ,  soy del municipio de Xalatlaco  ,  Estado de México .  Vivo con mis padres  , tengo 3 hermanos y 1 sobrina .  Los fines de semana les ayudo a mis padres a trabajar .  tenemos un negocio familiar de barbacoa .  Recuerdo que anteriormente nos reuniamos MISSPELLED mucho con la familia de mi papá  ,  pasabamos MISSPELLED navidad ,  año nuevo  ,  haciamos MISSPELLED ELIMINATION reuniones y eso era agradable porque en ese tiempo aún vivian MISSPELLED mis abuelitos  y  ellos hacían que toda la familia estuviera reunida .  Pero conforme paso MISSPELLED el tiempo todo fue cambiando debido a la ausencia de mis abuelitos  , actualmente sólo de vez en cuando nos frecuentamos .  En cuanto a la familia de mi mamá aun MISSPELLED nos frecuentamos compartimos más momentos juntos casi todos los años  cuando llega navidad ,  año nuevo  ,  etc .  nos reunimos y  la pasamos  juntos .  ","Me llamo Diana Laura LASTNAME LASTNAME  , dentro de diez días cumplo 18 años  ,  soy del municipio de Xalatlaco  ,  Estado de México .  Vivo con mis padres  , tengo 3 hermanos y 1 sobrina .  Los fines de semana les ayudo a mis padres a trabajar .  tenemos un negocio familiar de barbacoa .  Recuerdo que anteriormente nos reuniamos mucho con la familia de mi papá  ,  pasabamos navidad ,  año nuevo  ,  haciamos  reuniones y eso era agradable porque en ese tiempo aún vivian mis abuelitos  y  ellos hacían que toda la familia estuviera reunida .  Pero conforme paso el tiempo todo fue cambiando debido a la ausencia de mis abuelitos  , actualmente sólo de vez en cuando nos frecuentamos .  En cuanto a la familia de mi mamá aun nos frecuentamos compartimos más momentos juntos casi todos los años  cuando llega navidad ,  año nuevo  ,  etc .  nos reunimos y  la pasamos  juntos .  ","Me llamo Diana Laura LASTNAME LASTNAME  , dentro de diez días cumplo 18 años  ,  soy del municipio de Xalatlaco  ,  Estado de México .  Vivo con mis padres  , tengo 3 hermanos y 1 sobrina .  Los fines de semana les ayudo a mis padres a trabajar .  tenemos un negocio familiar de barbacoa .  Recuerdo que anteriormente nos reuniamos MISSPELLED mucho con la familia de mi papá  ,  pasabamos MISSPELLED navidad ,  año nuevo  ,  haciamos MISSPELLED ELIMINATION reuniones y eso era agradable porque en ese tiempo aún vivian MISSPELLED mis abuelitos  y  ellos hacían que toda la familia estuviera reunida .  Pero conforme paso MISSPELLED el tiempo todo fue cambiando debido a la ausencia de mis abuelitos  , actualmente sólo de vez en cuando nos frecuentamos .  En cuanto a la familia de mi mamá aun MISSPELLED nos frecuentamos compartimos más momentos juntos casi todos los años  cuando llega navidad ,  año nuevo  ,  etc .  nos reunimos y  la pasamos  juntos .  ","Me llamo Diana Laura LASTNAME LASTNAME  , dentro de diez días cumplo 18 años  ,  soy del municipio de Xalatlaco  ,  Estado de México .  Vivo con mis padres  , tengo 3 hermanos y 1 sobrina .  Los fines de semana les ayudo a mis padres a trabajar .  tenemos un negocio familiar de barbacoa .  Recuerdo que anteriormente nos reuníamos mucho con la familia de mi papá  ,  pasábamos navidad ,  año nuevo  ,  hacíamos  reuniones y eso era agradable porque en ese tiempo aún vivían mis abuelitos  y  ellos hacían que toda la familia estuviera reunida .  Pero conforme pasó el tiempo todo fue cambiando debido a la ausencia de mis abuelitos  , actualmente sólo de vez en cuando nos frecuentamos .  En cuanto a la familia de mi mamá aún nos frecuentamos compartimos más momentos juntos casi todos los años  cuando llega navidad ,  año nuevo  ,  etc .  nos reunimos y  la pasamos  juntos .  ",1,0,0,0,0
ANR_0124,"Mi historia es  vivo con mis padres (ambos) ,  siempre he ido a MODIFICATION escuela privada hasta la actualidad que estoy en la UAM ,  tengo una hermana menor .  Actualmente estudio y trabajo en una estancia infantil .  Escogí esta carrera porque siempre me ha gustado saber e informarme sobre tecnología ,  entonces busque MISSPELLED algo relacionado SYLLABIFICATION con la misma .  Uno de los momentos de mi vida que más me han marcado fue cuando me tuve que meter a trabajar a causa que no entraba a la universidad pública ,  estuve año y medio trabajando SYLLABIFICATION en la estancia y este año fue el año que me decidí a comprometerme a entrar y lo logre MISSPELLED ,  y me logre MISSPELLED dar el gusto de ser parte de los estudiantes de la UAM .  Fue una de las etapas más duras de mi vida  ,  pero al final todo el esfuerzo fue recompensado ya que estoy en la escuela que yo quería estar y más aún en la carrera que yo quería . ","Mi historia es  vivo con mis padres (ambos) ,  siempre he ido a escuela privada hasta la actualidad que estoy en la UAM ,  tengo una hermana menor .  Actualmente estudio y trabajo en una estancia infantil .  Escogí esta carrera porque siempre me ha gustado saber e informarme sobre tecnología ,  entonces busque algo relacionado con la misma .  Uno de los momentos de mi vida que más me han marcado fue cuando me tuve que meter a trabajar a causa que no entraba a la universidad pública ,  estuve año y medio trabajando en la estancia y este año fue el año que me decidí a comprometerme a entrar y lo logre  ,  y me logre dar el gusto de ser parte de los estudiantes de la UAM .  Fue una de las etapas más duras de mi vida  ,  pero al final todo el esfuerzo fue recompensado ya que estoy en la escuela que yo quería estar y más aún en la carrera que yo quería . ","Mi historia es  vivo con mis padres (ambos) ,  siempre he ido a MODIFICATION escuela privada hasta la actualidad que estoy en la UAM ,  tengo una hermana menor .  Actualmente estudio y trabajo en una estancia infantil .  Escogí esta carrera porque siempre me ha gustado saber e informarme sobre tecnología ,  entonces busque MISSPELLED algo relacionado SYLLABIFICATION con la misma .  Uno de los momentos de mi vida que más me han marcado fue cuando me tuve que meter a trabajar a causa que no entraba a la universidad pública ,  estuve año y medio trabajando SYLLABIFICATION en la estancia y este año fue el año que me decidí a comprometerme a entrar y lo logre MISSPELLED ,  y me logre MISSPELLED dar el gusto de ser parte de los estudiantes de la UAM .  Fue una de las etapas más duras de mi vida  ,  pero al final todo el esfuerzo fue recompensado ya que estoy en la escuela que yo quería estar y más aún en la carrera que yo quería . ","Mi historia es  vivo con mis padres (ambos) ,  siempre he ido a  escuela privada hasta la actualidad que estoy en la UAM ,  tengo una hermana menor .  Actualmente estudio y trabajo en una estancia infantil .  Escogí esta carrera porque siempre me ha gustado saber e informarme sobre tecnología ,  entonces busqué algo relacionado  con la misma .  Uno de los momentos de mi vida que más me han marcado fue cuando me tuve que meter a trabajar a causa que no entraba a la universidad pública ,  estuve año y medio trabajando  en la estancia y este año fue el año que me decidí a comprometerme a entrar y lo logré ,  y me logré dar el gusto de ser parte de los estudiantes de la UAM .  Fue una de las etapas más duras de mi vida  ,  pero al final todo el esfuerzo fue recompensado ya que estoy en la escuela que yo quería estar y más aún en la carrera que yo quería . ",1,1,1,0,0
ANR_0118," Es un poco complicado contar  solo MISSPELLED algúnos MISSPELLED eventos de mi vida ya que considero me han pasado bastantes cosas que para mi MISSPELLED son de suma importancia  ,  pero sin duda el  el mas MISSPELLED reciente y podria MISSPELLED catalogar con más importancia  ,  es el de tomar  la dificil MISSPELLED decesión MISSPELLED de estudiar en la UAM  ,  ya que me encontraba estudiando en el Instituto Politecnico MISSPELLED Nacional la carrera de Ing .  en Computación  y  previamente habia MISSPELLED realizado mi bachillerato en el mismo  ,  pero por muchos factores me encontraba inconforme con la institución ya que mis perspectivas eran otras .  En abril del 2016 se me presento MISSPELLED la oportunidad de estudiar la misma carrera en la UAM ,  pero desde el primer trimestre  ,  por lo cual me vi en la necesidad de pensar que  MISSPELLED  es  lo que realmente queria MISSPELLED en la  vida ,  tome MISSPELLED la decisión de asistir  a la UAM para poder ver la escuela y el plan de éstudios MISSPELLED entre otras cosas ,  y sin pensarlo un minuto más  ,   opte MISSPELLED por estudiar el nivel superior en esta escuela  ,  lo unico MISSPELLED dificil MISSPELLED fue  decirle adios MISSPELLED al I . P . N .  ya que fue  mi casa de estudios durante casi 5 años  ,  pero conforme pasa el tiempo le estoy tomando  afecto  a la UAM y el resto es historia .  "," Es un poco complicado contar  solo algúnos eventos de mi vida ya que considero me han pasado bastantes cosas que para mi son de suma importancia  ,  pero sin duda el  el mas reciente y podria catalogar con más importancia  ,  es el de tomar  la dificil decesión de estudiar en la UAM  ,  ya que me encontraba estudiando en el Instituto Politecnico Nacional la carrera de Ing .  en Computación  y  previamente habia realizado mi bachillerato en el mismo  ,  pero por muchos factores me encontraba inconforme con la institución ya que mis perspectivas eran otras .  En abril del 2016 se me presento la oportunidad de estudiar la misma carrera en la UAM ,  pero desde el primer trimestre  ,  por lo cual me vi en la necesidad de pensar que   es  lo que realmente queria en la  vida ,  tome la decisión de asistir  a la UAM para poder ver la escuela y el plan de éstudios entre otras cosas ,  y sin pensarlo un minuto más  ,   opte por estudiar el nivel superior en esta escuela  ,  lo unico dificil fue  decirle adios al I . P . N .  ya que fue  mi casa de estudios durante casi 5 años  ,  pero conforme pasa el tiempo le estoy tomando  afecto  a la UAM y el resto es historia .  "," Es un poco complicado contar  solo MISSPELLED algúnos MISSPELLED eventos de mi vida ya que considero me han pasado bastantes cosas que para mi MISSPELLED son de suma importancia  ,  pero sin duda el  el mas MISSPELLED reciente y podria MISSPELLED catalogar con más importancia  ,  es el de tomar  la dificil MISSPELLED decesión MISSPELLED de estudiar en la UAM  ,  ya que me encontraba estudiando en el Instituto Politecnico MISSPELLED Nacional la carrera de Ing .  en Computación  y  previamente habia MISSPELLED realizado mi bachillerato en el mismo  ,  pero por muchos factores me encontraba inconforme con la institución ya que mis perspectivas eran otras .  En abril del 2016 se me presento MISSPELLED la oportunidad de estudiar la misma carrera en la UAM ,  pero desde el primer trimestre  ,  por lo cual me vi en la necesidad de pensar que  MISSPELLED  es  lo que realmente queria MISSPELLED en la  vida ,  tome MISSPELLED la decisión de asistir  a la UAM para poder ver la escuela y el plan de éstudios MISSPELLED entre otras cosas ,  y sin pensarlo un minuto más  ,   opte MISSPELLED por estudiar el nivel superior en esta escuela  ,  lo unico MISSPELLED dificil MISSPELLED fue  decirle adios MISSPELLED al I . P . N .  ya que fue  mi casa de estudios durante casi 5 años  ,  pero conforme pasa el tiempo le estoy tomando  afecto  a la UAM y el resto es historia .  "," Es un poco complicado contar  sólo algunos eventos de mi vida ya que considero me han pasado bastantes cosas que para mí son de suma importancia  ,  pero sin duda el  el más reciente y podría catalogar con más importancia  ,  es el de tomar  la difícil decisión de estudiar en la UAM  ,  ya que me encontraba estudiando en el Instituto Politécnico Nacional la carrera de Ing .  en Computación  y  previamente había realizado mi bachillerato en el mismo  ,  pero por muchos factores me encontraba inconforme con la institución ya que mis perspectivas eran otras .  En abril del 2016 se me presentó la oportunidad de estudiar la misma carrera en la UAM ,  pero desde el primer trimestre  ,  por lo cual me vi en la necesidad de pensar qué  es  lo que realmente quería en la  vida ,  tomé la decisión de asistir  a la UAM para poder ver la escuela y el plan de estudios entre otras cosas ,  y sin pensarlo un minuto más  ,   opté por estudiar el nivel superior en esta escuela  ,  lo único difícil fue  decirle adiós al I . P . N .  ya que fue  mi casa de estudios durante casi 5 años  ,  pero conforme pasa el tiempo le estoy tomando  afecto  a la UAM y el resto es historia .  ",0,1,0,1,1
ANR_0119," 	 Mi nombre es Olin  ,  soy originaria del estado de Guerrero .  Tengo  2 hermanas ,  de las cuales soy la mayor .  Desde pequeña me gusta la ciencia ,  en particular  ,  la biología ,  es por eso que decidí estudiar la Licenciatura en biología molecular .  Escogí  la UAM porque me gustó mucho el plan de estudios de la carrera MODIFICATION y porque considero que es una de las mejores universidades en el país .  También ,  me gusta escuchar música ,  las bandas qué más escucho son :  Muse ,  The Killers ,  Artic Monkeys ,  Foals ,  Tame Impala ,  etc .  Desde pequeña he practicado danza folklórica y me gusta muchísimo .  Me gustan mucho los deportes y he practicado básquetbol .  Llevo muy poco tiempo en la Universidad pero puedo afirmar que me está gustando demasiado .  "," 	 Mi nombre es Olin  ,  soy originaria del estado de Guerrero .  Tengo  2 hermanas ,  de las cuales soy la mayor .  Desde pequeña me gusta la ciencia ,  en particular  ,  la biología ,  es por eso que decidí estudiar la Licenciatura en biología molecular .  Escogí  la UAM porque me gustó mucho el plan de estudios de la carrera y porque considero que es una de las mejores universidades en el país .  También ,  me gusta escuchar música ,  las bandas qué más escucho son :  Muse ,  The Killers ,  Artic Monkeys ,  Foals ,  Tame Impala ,  etc .  Desde pequeña he practicado danza folklórica y me gusta muchísimo .  Me gustan mucho los deportes y he practicado básquetbol .  Llevo muy poco tiempo en la Universidad pero puedo afirmar que me está gustando demasiado .  "," 	 Mi nombre es Olin  ,  soy originaria del estado de Guerrero .  Tengo  2 hermanas ,  de las cuales soy la mayor .  Desde pequeña me gusta la ciencia ,  en particular  ,  la biología ,  es por eso que decidí estudiar la Licenciatura en biología molecular .  Escogí  la UAM porque me gustó mucho el plan de estudios de la carrera MODIFICATION y porque considero que es una de las mejores universidades en el país .  También ,  me gusta escuchar música ,  las bandas qué más escucho son :  Muse ,  The Killers ,  Artic Monkeys ,  Foals ,  Tame Impala ,  etc .  Desde pequeña he practicado danza folklórica y me gusta muchísimo .  Me gustan mucho los deportes y he practicado básquetbol .  Llevo muy poco tiempo en la Universidad pero puedo afirmar que me está gustando demasiado .  "," 	 Mi nombre es Olin  ,  soy originaria del estado de Guerrero .  Tengo  2 hermanas ,  de las cuales soy la mayor .  Desde pequeña me gusta la ciencia ,  en particular  ,  la biología ,  es por eso que decidí estudiar la Licenciatura en biología molecular .  Escogí  la UAM porque me gustó mucho el plan de estudios de la carrera  y porque considero que es una de las mejores universidades en el país .  También ,  me gusta escuchar música ,  las bandas qué más escucho son :  Muse ,  The Killers ,  Artic Monkeys ,  Foals ,  Tame Impala ,  etc .  Desde pequeña he practicado danza folklórica y me gusta muchísimo .  Me gustan mucho los deportes y he practicado básquetbol .  Llevo muy poco tiempo en la Universidad pero puedo afirmar que me está gustando demasiado .  ",0,0,1,0,0
ANR_0110," Soy una persona  que busca su MODIFICATION independencia ,  es por eso que vivo solo mis papás viven en el estado  ,  cada 15 dias MISSPELLED voy a visitarlos ,  a pesar de mi TOGETHER estilo de vida siempre tengo tiempo para MODIFICATION compartir con mi familia  ,  en esta situacion MISSPELLED se extrañan hasta los problemas pero tarde que temprano tendria MISSPELLED que pasar  ,  es un poco dificil MISSPELLED el vivir solo tienes que aprender a eonvivir MISSPELLED contigo mismo y encontrarte . "," Soy una persona  que busca su independencia ,  es por eso que vivo solo mis papás viven en el estado  ,  cada 15 dias voy a visitarlos ,  a pesar de mi estilo de vida siempre tengo tiempo para compartir con mi familia  ,  en esta situacion se extrañan hasta los problemas pero tarde que temprano tendria que pasar  ,  es un poco dificil el vivir solo tienes que aprender a eonvivir contigo mismo y encontrarte . "," Soy una persona  que busca su MODIFICATION independencia ,  es por eso que vivo solo mis papás viven en el estado  ,  cada 15 dias MISSPELLED voy a visitarlos ,  a pesar de mi TOGETHER estilo de vida siempre tengo tiempo para MODIFICATION compartir con mi familia  ,  en esta situacion MISSPELLED se extrañan hasta los problemas pero tarde que temprano tendria MISSPELLED que pasar  ,  es un poco dificil MISSPELLED el vivir solo tienes que aprender a eonvivir MISSPELLED contigo mismo y encontrarte . "," Soy una persona  que busca su  independencia ,  es por eso que vivo solo mis papás viven en el estado  ,  cada 15 días voy a visitarlos ,  a pesar de mi  estilo de vida siempre tengo tiempo para  compartir con mi familia  ,  en esta situación se extrañan hasta los problemas pero tarde que temprano tendría que pasar  ,  es un poco difícil el vivir solo tienes que aprender a convivir contigo mismo y encontrarte . ",0,0,0,1,0
ANR_0111,"Me encanta la natación ,  respecto a mi familia tengo una magnifica MISSPELLED relacion MISSPELLED con ellos ,  tambien MISSPELLED me encanta salir a fiestas y sobre todo ahorita mi mayor prioridad MODIFICATION es la escuela .  ya que perdi MISSPELLED mucho tiempo y MODIFICATION ahora pienso recuperarlo .  y aprovechare MISSPELLED la oportunidad que se me dio de poder estar aqui MISSPELLED .   Mi vida es simple ,  con altas y bajas pero me encanta y los unicos MISSPELLED cambios que le haria MISSPELLED seria MISSPELLED seguir adelante y crecer como persona . ","Me encanta la natación ,  respecto a mi familia tengo una magnifica relacion con ellos ,  tambien me encanta salir a fiestas y sobre todo ahorita mi mayor prioridad es la escuela .  ya que perdi mucho tiempo y ahora pienso recuperarlo .  y aprovechare la oportunidad que se me dio de poder estar aqui  .   Mi vida es simple ,  con altas y bajas pero me encanta y los unicos cambios que le haria seria seguir adelante y crecer como persona . ","Me encanta la natación ,  respecto a mi familia tengo una magnifica MISSPELLED relacion MISSPELLED con ellos ,  tambien MISSPELLED me encanta salir a fiestas y sobre todo ahorita mi mayor prioridad MODIFICATION es la escuela .  ya que perdi MISSPELLED mucho tiempo y MODIFICATION ahora pienso recuperarlo .  y aprovechare MISSPELLED la oportunidad que se me dio de poder estar aqui MISSPELLED .   Mi vida es simple ,  con altas y bajas pero me encanta y los unicos MISSPELLED cambios que le haria MISSPELLED seria MISSPELLED seguir adelante y crecer como persona . ","Me encanta la natación ,  respecto a mi familia tengo una magnífica relación con ellos ,  también me encanta salir a fiestas y sobre todo ahorita mi mayor prioridad  es la escuela .  ya que perdí mucho tiempo y  ahora pienso recuperarlo .  y aprovecharé la oportunidad que se me dio de poder estar aquí .   Mi vida es simple ,  con altas y bajas pero me encanta y los únicos cambios que le haría sería seguir adelante y crecer como persona . ",0,1,0,0,1
ANR_0092," Vivo actualmente con mis padres y hermanos .   Con un ambiente muy tranquilo  ,  alejada en  ambientes de conflicto .  Por lo general   nos gusta Convivir  ,  también Socializar  mucho .   Pero en lo particular si MISSPELLED me cuesta  ,  ELIMINATION Conversaciones con gente preparada o incluso  con amigos de Cultura diferente . "," Vivo actualmente con mis padres y hermanos .   Con un ambiente muy tranquilo  ,  alejada en  ambientes de conflicto .  Por lo general   nos gusta Convivir  ,  también Socializar  mucho .   Pero en lo particular si me cuesta  ,  Conversaciones con gente preparada o incluso  con amigos de Cultura diferente . "," Vivo actualmente con mis padres y hermanos .   Con un ambiente muy tranquilo  ,  alejada en  ambientes de conflicto .  Por lo general   nos gusta Convivir  ,  también Socializar  mucho .   Pero en lo particular si MISSPELLED me cuesta  ,  ELIMINATION Conversaciones con gente preparada o incluso  con amigos de Cultura diferente . "," Vivo actualmente con mis padres y hermanos .   Con un ambiente muy tranquilo  ,  alejada en  ambientes de conflicto .  Por lo general   nos gusta Convivir  ,  también Socializar  mucho .   Pero en lo particular sí me cuesta  ,   Conversaciones con gente preparada o incluso  con amigos de Cultura diferente . ",1,0,1,1,0
