song_id,title,artist,album,release_date,genius_url,media_url,lyrics
357,Hace Tiempo,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-hace-tiempo-lyrics,http://www.youtube.com/watch?v=jfMQkDc0DuM,"Te quería decir que tu pelo
Causa todo en mí
Que tu risa me detiene
Y que tu voz
No me deja ir de tu lado
Para siempre quiero oírte
Sonreír
Hace tiempo que
Te quería decir que tus manos
Causan todo en mí
Que tu risa me detiene
Y que tus labios
No me dejan ir de tu lado
Quiero estar ahí
Para abrazarte y decirte
Que me quedaré aquí
A tu lado para siempre
Y sentirnos uno
Uh-uh-uh
Uh-uh"
358,Negra,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-negra-lyrics,http://www.youtube.com/watch?v=AcJsBPKHaf4,"Para no causarte dolor
Para no herirte el alma
Mi agua no estuvo todo
Lo que pasó entre los dos
Tú me fascinabas
Qué triste te confieso
Se quedó mi corazón
Sin servir pa' nada
Tan solo me dejaste
Con tanta prisa para quererte
Tanta prisa para adorarte
Tanta prisa para amarte
Tanta prisa para encontrarte
Y hacerte mi
Mujer
Negra
Si supieras que en la mañana te sueño
Con tu piel de negra
Si supieras la tembladera
Que del infierno viene y me tienta
Darte un beso en tu boca de negra
Y hacerte mi
Mujer
¡Arriba!
Ay-ay-ay, mi amor
Ay-ay, mi amor
Yo quiero saber
¿Qué fue lo que pasó ayer contigo?
Quiero saber
¿Qué fue lo que pasó ayer contigo?
Quiero saber
¿Qué fue lo que pasó ayer contigo?
¿Qué fue lo que pasó ayer contigo?
¿Qué fue lo que pasó ayer contigo?
Negra
Si supieras que en la mañana te sueño
Con tu piel de negra
Si supieras la tembladera
Que del infierno viene y me tienta
Darte un beso en tu boca de negra
Y hacerte mi
Mujer"
359,Tesoro,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-tesoro-lyrics,http://www.youtube.com/watch?v=WFqfGQKE9n8,"Mami, con esa piel color a oro
Me gusta tu sonrisa y tu forma de mirarme
Me gusta cómo caminas y si así cocinas
A mí me dan ganas de casarme
A mí me dan ganas de hacerle el amor todos los días
Yo creo que a usted la hicieron para mí, bebé
Yo creo que mi Dios me la mandó a mí
Pa' que se la cuidara
Pa’ que se la cuidara
Pa' que se la cuidara
Pa' que se la cuidara
Tu cuerpo es un tesoro
Mami, con esa piel color a oro
Me gusta tu sonrisa y tu forma de mirarme
Me gusta cómo caminas y si así cocinas
A mí mе dan ganas de casarme
A mí me dan ganas dе hacerle el amor toda la vida
Yo creo que a usted la hicieron para mí, bebé
Yo creo que mi Dios me la mandó a mí
Para que la besara
Para que la besara
Para que la besara
Para que la besara
Yo creo que mi Dios me la mandó a mí
Para que la besara
Para que la besara
Para que la besara
Para que la besara"
360,No Sé Si Salga el Sol,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-no-se-si-salga-el-sol-lyrics,http://www.youtube.com/watch?v=9hy60TjxEwA,"De redactar
Estoy perdiendo la sensibilidad
Y el don de amar
Le cogí cierto respeto a la verdad
Eso no se toca
Entonces debo confesar
Que no me amarra la mirada
De nadie más
No me concentro
Sudo por las noches mientras duermo
Si tú no estás a mi lado siento que no estoy de acuerdo
Tiembla el suelo cada que te pienso
Y ni siquiera
Tengo ganas de cantar
Si tú no estás a mi lado me espanto
Me vuelvo un ocho y me caigo
Me caigo
No sé si en la mañana saldrá el sol
No sé si llueve o hace frío, no lo sé
Pero siempre que llueva escampará
Cuando haga frío tú me abrazarás, lo sé
Porque estoy aprendiendo a ver
Que si te caes yo te puedo recoger
Que si caminas en la playa mientras la lluvia, yo
Te acompañaré
Que si decides irte, aquí siempre estaré
Si un día se te hace tarde, yo te esperaré, porque
Yo te esperaré porque sí
Uoh-oh-oh-oh
Ye-eh
No sé si en la mañana saldrá el sol
No sé si llueve o hace frío, no lo sé
Pero siempre que llueva escampará
Cuando haga frío tú me abrazarás, lo sé
Porque estoy aprendiendo a ver
Que si te caes yo te puedo recoger
Que si caminas en la playa mientras la lluvia, yo
Te acompañaré
Que si decides irte, aquí siempre estaré
Si un día se te hace tarde, yo te esperaré, porque
Yo te esperaré porque sí
Uoh-oh-oh-oh
Ye-eh"
361,Regresa Por Favor,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-regresa-por-favor-lyrics,http://www.youtube.com/watch?v=peATXkUOTlk,"Asómate por la ventana, por favor
Yo quiero amarte como antes
Perderte ha sido un desastre y tú lo sabes
Regresa, por favor
Regresa, por favor
Espero que lo que pasó entre los dos
No vaya a separarnos
La esperanza nunca se me acabó
Volvamos a intentarlo
Porque perdí el aire para respirar
Sin ti no valgo nada
Las sonrisas se me van a acabar
Si no te veo mañana
Bebé, contesta mi llamada
Asómate por la ventana, por favor
Yo quiero amartе como antes
Perdertе ha sido un desastre y tú lo sabes
Regresa, por favor
Desde que te besé
Me volví adicto de tus besos
Uoh-oh-oh
Ya no hay nada que hacer
Me volví loco por ti, mi amor
Uoh-oh-oh
Perdóname por ser un cabrón
Contigo lo aprendí todo
Dios quiera mañana
Amanezcas en mi cama otra vez
Amándome como antes
Perderte ha sido un desastre y tú lo sabes
Regresa, por favor
Regresa, por favor
Bebé, contesta mi llamada
Asómate por la ventana, por favor
Yo quiero ser más que tu amigo
Tu amante bandido
Tu cómplice, el mejor partido
Te lo suplico
Regresa, por favor
Regresa, por favor
Regresa, corazón
Me vuelves loco, mi amor
Con ese ombligo
Con todo eso que, Dios mío, me derrito
Corazón
Me vuelves loco, mi amor
Con esas caderitas
Con esa carita
Con esa cinturita
Y tu boquita de bombón
Regresa, por favor
Regresa, por favor"
362,Nenita,Manuel Medrano,Eterno,2021-06-18,https://genius.com/Manuel-medrano-nenita-lyrics,http://www.youtube.com/watch?v=DCGkzsaNZHA,"Préstame tu boquita una vez más
Ten calma
Que todo se va a solucionar
Oye, morenita
Extraño echarte bloqueador en la carita
Quiero irme a vivir en tu ombligo
Me gusta pensar que todavía es mío
Porque eres lo que siempre quise
Sólo tú tienes lo que soñé
Déjame decirte que eres la luz
Que alumbra los días en un mundo
Y nadie sabe que eres tú
Sólo quiеro que sepas que cuando nеcesites un abrazo
O simplemente alguien con quien compartir un rato
Alguien que te escuche cantar
Alguien de quien te puedas volver a enamorar
Yo voy a estar donde tú estés
Te voy a cuidar como nunca nadie
Voy a darte tantos besos como pueda
Y los que no pueda, te los voy a dar en mi otra vida
Porque tú eres mi favorita
Mi alma gemela en todas las vidas
Mi complemento y mi vitamina
Quiero estar contigo por toda la eternidad
Porque eres lo que siempre quise
Sólo tú tienes lo que soñé
Déjame decirte que eres la luz
Que alumbra los días en un mundo
Y nadie sabe que eres tú
Si supieras que te pienso todas las mañanas
Todos los días, todas las semanas
Debo encontrar las palabras
Para demostrarte que te amo como a nadie más
Yo voy a estar donde tú estés
Te voy a cuidar como nunca nadie
Voy a darte tantos besos como pueda
Y los que no pueda, te los voy a dar en mi otra vida
Porque tú eres mi favorita
Mi alma gemela en todas las vidas
Mi complemento y mi vitamina
Quiero estar contigo por toda la eternidad"
363,La Distancia,Manuel Medrano,Eterno,2021-10-01,https://genius.com/Manuel-medrano-la-distancia-lyrics,http://www.youtube.com/watch?v=N0_fjJYFPX0,"De lo bien que se sentía, abrazarte
Todo lo que me decías al mirarme
Y cómo tus manos
Sacudían todos esos problemas de mí
Y me hacían olvidar lo cruel que era el mundo
Hoy me acuerdo de tus besos aunque ya no estés aquí
Y de lo mucho que he querido
Volver a tocarte, niña
No te olvides de mí
Ojalá que nunca se te olvide
A dónde quedamos de encontrarnos
Allá en el futuro
Donde nadie conoce allá
En la distancia que podrá curar
Todo lo que nos hicimos ayer
Porque algún día te miraré a los ojos
Y sabremos que a pesar de todo
Es como si entre nosotros
Nada fuera a terminar
Ojalá que nunca se te olvide
A dónde quedamos de encontrarnos
Allá en el futuro
Donde nadie conoce allá
En la distancia que podrá curar
Todo lo que nos hicimos ayer
Porque algún día te miraré a los ojos
Y sabremos que a pesar de la distancia
Es como si entre nosotros
Nada fuera a terminar"
364,Hay Una Luz Dentro de Ti,Manuel Medrano,Eterno,2021-04-08,https://genius.com/Manuel-medrano-hay-una-luz-dentro-de-ti-lyrics,http://www.youtube.com/watch?v=I_IHbfiIbWc,"[Verso]
Hay una luz dentro de ti
Que no la apaga nada, nada, nada
Hay tantas cosas en tu corazón y no las vence nada
Hay tantas cosas dentro de ti
Que no me puedo resistir a tu boca
Y a lo bien que me tocas
Hay tantas cosas dentro de ti
Que he podido descubrir en tan poco tiempo
Pero este es el momento en el que se junta tu corazón con el mío
Y alimentas mi cuerpo entero
Porque tú lo tienes todo
Eres mi mayor antojo
Contigo pierdo la mente y me vuelvo loco
[Coro]
Eres la dueña de mi sillón
Yo por ti lo entregaría todo
Eres la dueña de mi casa y mi carro nuevo
Eres tan fresca, tienes el don
Me gustas más que las películas de acción
Tienes la magia, quiero que huelan a ti mis dedos
[Refrán]
Uh-uh-uh-uh-uh-uh
Uh-uh, uh
Uh-uh, uh
Uoh, oh-oh
Uh-uh-uh-uh-uh-uh
Uh-uh, uh
Uh-uh, uh
Yey-yeah
[Coro]
Eres la dueña de mi sillón
Yo por ti lo entregaría todo
Eres la dueña de mi casa y mi carro nuevo
Eres tan fresca, tienes el don
Me gustas más que las películas de acción
Tienes la magia, quiero que huelan a ti mis dedos
Eres la dueña de mi sillón
Yo por ti lo entregaría todo
Eres la dueña de mi casa y mi carro nuevo
Eres tan fresca, tienes el don
Me gustas más que las películas de acción
Tienes la magia, quiero que huelan a ti mis dedos
[Outro]
Uh-uh-uh-uh-uh-uh
Uh-uh, uh
Uh-uh, uh
Uh-uh, uh"
365,Buena,Manuel Medrano,Manuel Medrano,2019-08-09,https://genius.com/Manuel-medrano-buena-lyrics,http://www.youtube.com/watch?v=ydqN0q1-h_k,"[Verso 1]
Estás toda buena, toda sexy
Tus  labios me dicen tantas cosas de ti
Escucho  todo lo que dices cuando no dices nada
Cuando estoy contigo no me importa qué hora sea la madrugada
[Pre-Coro]
Dime que lo vas a hacer
Esta  noche lo vas a entender
Me  gustó saber que al fin llegaste
Puedes quedarte el tiempo que quieras quedarte
[Coro]
Porque  esta noche es de nosotros dos
Vamos a prenderle fuego a todo, todo
Quiero que esta noche te vengas conmigo
Como te gusta que te toque yo nunca lo olvido
Porque  esta noche es de nosotros dos
Vamos a prenderle fuego a todo, todo
Quiero que esta noche te vengas conmigo
Como te gusta que te toque yo nunca lo olvido, yeah-eh
[Verso 2]
Te desnudaste y apagaste la luz
Tú eres mi melodía favorita de Blues
[Pre-Coro]
Dime qué lo vas a hacer
Esta noche lo vas a entender
Me gustó saber que al fin llegaste
Puedes quedarte el tiempo que quieras quedarte
[Coro]
Porque esta noche es de nosotros dos
Vamos a prenderle fuego a todo, todo
Quiero que esta noche te vengas conmigo
Como te gusta que te toque yo nunca lo olvido, yeah-eh
[Verso 3]
Qué bien te ves sentada
Me gusta ver debajo de tu falda
Tu liguera, tus pierna' largas
Quiero que te quedes, porfa no te vayas
Quédate en mi cama
Tienes tanto estilo, bebé
Tú sabes que matas
Tu figura me atrapa
Cómo tú me haces sentir, no lo hace nadie más
[Pre-Coro]
Dime qué lo vas a hacer
Esta noche lo vas a entender
Me gustó saber que al fin llegaste
Puedes quedarte el tiempo que quieras quedarte
[Coro]
Porque esta noche es de nosotros dos
Vamos a prenderle fuego a todo, todo
Quiero que esta noche te vengas conmigo
Como te gusta que te toque yo nunca lo olvido
Porque esta noche es de nosotros dos
Vamos a prenderle fuego a todo, todo
Quiero que esta noche te vengas conmigo
Como te gusta que te toque yo nunca lo olvido, yeah-eh"
366,Mi Otra Mitad,Manuel Medrano,Manuel Medrano,2020-02-07,https://genius.com/Manuel-medrano-mi-otra-mitad-lyrics,http://www.youtube.com/watch?v=U9k78g5RiWA,"[Intro]
Estoy enamorado de ti
Cuando suspiro, lo hago por ti
Tú me robaste el corazón
Con la magia de tus besos
[Verso 1]
Eres mi centro de gravedad
Tú lo tienes todo no te falta nada
Déjame encontrarte otra vez
Déjame tocarte como debe ser
[Coro]
Tú haces que me de cosquillas el amor
Tú haces que en la vida brille todo
Eres mi centro gravitacional
Daría todo porque me besaras
[Verso 2]
Tienes todo lo que quiero mami
Esos labiecitos rojos yo lo quiero pa' mí
Sabes lo que siento, te lo advertí
Mirándote a los ojos no te voy a mentir
Si no fuera suficientemente, tú sabes que me muero por ti
[Coro]
Tú haces que me de cosquillas el amor
Tú haces que en la vida brille todo
Eres mi centro gravitacional
Daría todo porque me besaras
Tú haces que me de cosquillas el amor
Tú haces que en la vida brille todo
Eres mi centro gravitacional
Daría todo porque me besaras
[Puente]
Tú no eres de aquí, tú lo tienes todo quiero repetir
Tráiganmela una vez más
Daría todo porque te quedaras
[Coro]
Tú haces que me de cosquillas el amor
Tú haces que en la vida brille todo
Eres mi centro gravitacional
Daría todo porque me besaras
Tú haces que me de cosquillas el amor
Tú haces que en la vida brille todo
Eres mi centro gravitacional
Daría todo porque me besaras"
367,Todo Estaba Bien,Carlos Sadness & Manuel Medrano,Tropical Jesus,2020-06-17,https://genius.com/Carlos-sadness-and-manuel-medrano-todo-estaba-bien-lyrics,http://www.youtube.com/watch?v=tsximkpAZfA,"[Verso 1: Carlos]
Y lo bien que estaría volver a conocerse
En medio del ruido, entre tanta gente
Volver a la primera vez que te tuve delante
La primera palabra que me dedicaste
[Pre-Coro: Manuel, Carlos, Ambos]
Que bonito sería volver
Donde nadie vuelve y fuimos fugaces (Sí, sí)
Y empezarnos a conocer
Como si nunca lo hubieras llegado a hacer
[Coro: Carlos, Manuel, Ambos]
Y quedarnos a vivir
Cuando todo estaba bien, cuando me querías ver
Fuera la hora que fuera, fuese para no volver
Cuando todo estaba bien (Tan bien)
Cuando me querías ver
Aunque hiciera mucho frío en la punta de tus pies (Yeah)
[Post-Coro: Manuel, Carlos]
Me gusta cuando vamos a la playa
Vemos el mar juntos por la ventana
Medimos el tamaño de las olas
Surfeamos en la cama a todas horas
Me gusta cuando me hacías café (Hacías café)
Aunque tú sólo tomaras té
Y nos quedábamos despiertos toda la noche
[Verso 2: Ambos, Carlos, Manuel]
Cada día hay un amanecer
Pero nunca lo veo (Pero nunca lo veo)
Me quedo soñando, contigo
Porque todos tus besos son de un color diferente
Que nunca se repite, cambia constantemente (Que va)
Y empezarnos a conocer
Como si nunca lo hubieras llegado a hacer (Como si nunca lo hubieras)
[Coro - Variación: Carlos, Ambos]
Y quedarnos a vivir
Cuando todo estaba bien, cuando me querías ver
Fuera la hora que fuera, fuese para no volver
Cuando todo estaba bien (Tan bien)
Cuando me querías ver
Aunque hiciera mucho frío en la punta de tus pies
Cuando todo estaba bie-eh-eh-eh-en (Cuando todo estaba bien)
[Post-Coro 2: Carlos, Manuel, Ambos]
Me gusta cuando vamos a la playa (A la playa)
Vemos el mar juntos por la ventana
Medimos el tamaño de las olas
Surfeamos en la cama a todas horas
Me gusta cuando me hacías café
Aunque tú sólo tomaras té
Extraño besarme contigo toda la noche
[Outro: Manuel, Carlos]
Me gusta cuando vamos a la playa
Vemos el mar juntos por la ventana
Me gusta cuando me hacías café
Aunque tú solo tomaras té"
368,Que No Te Haga Bobo Jacobo,Molotov,¿Dónde Jugarán Las Niñas?,1997-03-11,https://genius.com/Molotov-que-no-te-haga-bobo-jacobo-lyrics,http://www.youtube.com/watch?v=mTUkSm2ZCX0,"[Verso 1: Micky Huidobro]
Ya todo sabemos,  ¿por qué nos hacemos?
A todos nos lleva, a unos más, a otros menos
A todos nos tienen muriéndonos de hambre
Ya todos sabemos quién es el culpable
A ricos, a pobres, a chicos y grandes
A todos nos vino a poner en la madre
De lunes a viernes transmites al aire
Te pasas hablando como una comadre
Recibes propinas de Carlos Salinas
Transmites en vivo, nos dices pamplinas
Que nadie se entere que todo es mentira
Por eso el programa se queda en familia
[Verso 2: Micky Huidobro]
Le tiras pedradas a algunos partidos
Enjuicias personas al aire o en vivo
Olvidas noticias sobre la guerrilla
A todos los fraudes les cambias las cifras
Por todo el planeta tienes a tu gente
Porque es tu trabajo que nadie se entere
De pronto aparecen noticias urgentes
Pues del protocolo eres un alcahuete
Porque te conviene tener ignorante
A la gente que viene, eres mal informante
Hay un periodista que altera noticias
En un noticiero que está en Televisa
[Coro]
¡Que no te haga bobo Jacobo!
¡Que no te haga bruto ese puto!
¡Que no te haga bobo Jacobo!
[Verso 3: Tito Fuentes & Micky Huidobro]
Le tiras a un lado, después al del otro
Les haces la barba, eres un agachón
Le vendes noticias al mejor postor
Sabemos muy bien que eres un impostor
Desde en la mañana que tengo lagañas
Tienes a tu gente diciendo patrañas
Maldito Jacobo, chismoso, traidor
Le guardas secretos a nuestra nación
Un corte y regresas en lo que le arreglas
Te llegan reportes, después los alteras
A todos nos miente, nos miente Jacobo
Que no te haga tonto, que no te haga bobo
[Coro]
¡Que no te haga bobo Jacobo!
¡Que no te haga bobo Jacobo!
[Outro]
¡Que no te haga bobo Jacobo!
¡Que no te haga bobo Jacobo!"
369,Molotov Cocktail Party,Molotov,¿Dónde Jugarán Las Niñas?,1997-03-11,https://genius.com/Molotov-molotov-cocktail-party-lyrics,http://www.youtube.com/watch?v=YIuS9qZSHF0,"Then I'll defecate down your neck
You better aléjate because I don't
Give a heck
You can't understand how I kick my lingo
You better step back 'cause here comes the crazy gringo
In your face, that's right, I'm freestylin'
Doing it with ease, all the while your tryin'
To be like me, I can't understand
Why you can't be your own man
People try to get with the style I got
Don't you know I'm doing it without
Coke or pot
I'm naturally kind of fucked up like dat
You know what I'm saying
[Coro]
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be
Molotov shit is so tight
Much, much stronger than any dynamite
Slick is the way we're movin'
Funky as shit is the way it's groovin'
Gasoline in a coke bottle
You get all pissed while we turn up the throttle
Plug it up whit a gas drenched rag
I don't run away cause I'd rather let my pants sag
Get out the ligther and set it on fire
Watch it as I throw it getting brighter, brighter and brighter
Contact was made with the opposing objective
You went from something to nothing in just
Under a second
[Coro]
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be
They call us Molotov because we explode on sight
Keep on talkin' shit if you're looking for a fight
Your mouth keeps movin' but all I hear is noise
If you're fucking with the gringo loco you better go get your boys
'Cause Mike, Pac and Tito, they got my back
If you think you bad enough we'll put you down that smack
Believe it or not what I'm mother fuckin' saying
Don't be stupid kid cause I ain't mother fuckin' playing
[Coro]
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be
M to da O to da L to da O to da T to da O to da V
For those ileterate bastards who cannot spell
Molotov is who we be"
370,Voto Latino,Molotov,¿Dónde Jugarán Las Niñas?,1997-03-11,https://genius.com/Molotov-voto-latino-lyrics,https://open.spotify.com/track/6U7rIdpOR9ysmUTPNEd5yx,"[Verse 1: Tito Fuentes & Randy Ebright]
You start to run, yeah that figures
But I pulled my triggers on you
Brotherkilla man
I'll kick your ass yo mismo
Por supporting el racismo
I'll blow your head hasta la vista
Por ser un vato racista
Qué sentirías si muere en tus brazos
A brother who got beaten up
By macanazos?
[Pre-Chorus: Tito Fuentes]
Asesinos, yeah, es lo que son
Es la única raza que odio de corazón
[Chorus]
!Voto Latino! De entre las masas!
!Voto Latino! Para la igualdad de razas!
!Voto Latino! De entre las masas!
!Voto Latino! Para la igualdad de razas!
[Verse 2: Tito Fuentes & Randy Ebright]
Pinta tu madre, patria de colores
So you can't tell the difference entre los others
Aquí en la banda soy yo el americano
Los tres mexicanos me tratan como un hermano
¿Qué sentirías si cae junto a ti
Una hermana que can'tó una ""Rebel melody""?
[Pre-Chorus]
Asesinos, yeah, es lo que son
Es la única raza que odio de corazón
[Chorus]
!Voto Latino! De entre las masas!
!Voto Latino! Para la igualdad de razas!
!Voto Latino! De entre las masas!
!Voto Latino! Para la igualdad de razas!
[Chorus]
¡Voto Latino! De entre las masas!
¡Voto Latino! Para la igualdad de razas!
!Voto Latino! De entre las masas!
!Voto Latino! Para la igualdad de razas!
[Outro]
!Voto Latino! !Voto Latino!
!Voto Latino! !Voto Latino!
Para la igualdad de razas"
371,Chinga Tu Madre,Molotov,¿Dónde Jugarán Las Niñas?,1997-03-11,https://genius.com/Molotov-chinga-tu-madre-lyrics,http://www.youtube.com/watch?v=cZVCOesU6f8,"[Verso 1: Micky Huidobro]
Siempre tienes que abrir tanto la boca
Metida en las cosas donde nada te importa
Mejor no te metas donde nadie te llama
Aquí nadie te quiere, aquí nadie te extraña
Dime quién te cedió la palabra
Te pones a hablar, luego nadie te calla
¿Por qué no lo piensas y no lo dices?
¿Qué nunca te cansas de meter las narices?
¿Por qué no te ahorras tus comentarios?
¿Por qué te tendremos que escuchar a diario?
Se sabe en su casa, en todo el vecindario
Hay que hacerlo a escondidas porque sabes que caga el palo
Tu abuela, tu jefa, el puto de tu hermano
Se pone borracho, se pone marihuano
Me quiere joder y quiere chupar
¿Por qué no chupa faros? Me dejas de molestar
A mí, a mi gente, a mi brotha', compadre
Busca algún pretexto pa' romperle la madre
Pa' que nadie se quede sin hablar
Para que todos chinguemos igual
[Coro]
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
[Verso 2: Micky Huidobro]
¿Sabes qué me caga de sobremanera? (¿Qué, Micky? ¿Qué?)
Que el lugar a donde vaya siempre tiene que ir mi suegra
Yo lo único que quiero es que se muera (Que se muera)
Yo lo único que quiero es que se muera como sea
Si vamos a salir es con chofer (Con chofer)
Yo pienso que lo hace por joder
Si estamos en la sala y nos vamos a la cocina (Arriba)
Seguro nos observa por atrás de la comida (Abajo)
Si vamos a ir al cine, nos manda con tus primas (Vete al carajo)
Y cuando me despido, nos observan tus vecinas
Para que nadie se quede sin chingar
¡Pa' que todos chinguemos igual!
[Coro]
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
[Verso 3: Tito Fuentes & Micky Huidobro]
Te vas y ya no quieres verme nunca más (Más)
Me vale que te vayas, te deseo que seas feliz (iz)
El destino ha sido cruel (cruel), así tenía que ser (ser)
La verdad nunca te he amado, sólo te quería coger
Creías que me tendrías para siempre (Siempre)
Te crees una mujer tan sólo porque usas brasier
Pero te has equivocado, nunca estuve enamorado
Y he fingido mis orgasmos las mil noches que te amé
[Coro]
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
[Interludio]
Siempre en domingo (¡Chinguen a su madre!)
A los de Caló (¡Chinguen a su madre!)
A los ""televisos"" (¡Chinguen a su madre!)
Los de Molotov (¡Chinguen a su madre!)
[Coro]
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!
¡Chingo yo, chingas tú, chinga tu madre!"
372,Gimme Tha Power,Molotov,¿Dónde Jugarán Las Niñas?,1997-03-11,https://genius.com/Molotov-gimme-tha-power-lyrics,https://open.spotify.com/track/0wuRFAZfya3gwGw3c6567P,"[Verso 1: Micky Huidobro]
La policía te está extorsionando (Dinero)
Pero ellos viven de lo que tú estás pagando
Y si te tratan como a un delincuente (Ladrón)
No es tu culpa, dale gracias al regente
Hay que arrancar el problema de raíz
Y cambiar al gobierno de nuestro país
A la gente que está en la burocracia
A esa gente que le gustan las migajas
Yo por eso me quejo y me quejo
Porque aquí es donde vivo
Yo ya no soy un pendejo
¿Qué no wachas los puestos del gobierno?
Hay personas que se están enriqueciendo
[Verso 2: Randy Ebright & Tito Fuentes]
Gente que vive en la pobreza
Nadie hace nada
Porque a nadie le interesa
Es la gente de arriba te detesta
Hay más gente que quiere
Que caigan sus cabezas
Si le das más poder al poder
Más duro te van a venir a coger
Porque fuimos potencia mundial
Somos pobres
Nos manejan mal
[Coro]
Dame, dame, dame, dame todo el power
Para que te demos en la madre
Gimme, gimme, gimme, gimme todo el poder
So I can come around to joder
Dame, dame, dame, dame todo el power
Para que te demos en la madre
Gimme, gimme, gimme, gimme todo el poder
So I can come around to joder
Dámele, dámele, dámele, dámele todo el poder
Dámele, dámele, dámele, dámele todo el power
Dámele, dámele, dámele, dámele todo el poder
Dámele, dámele, dámele, dámele todo el power
[Interludio: Tito Fuentes]
(¡Así es puto!
¡Fuck you puto baboso!)
[Verso 3: Tito Fuentes]
Porque no nacimos donde no hay que comer
No hay porque preguntarnos cómo le vamos a hacer
Si nos pintan como unos huevones
No lo somos
¡Viva México, cabrones!
Que se sienta el power mexicano
Que se sienta, todos juntos como hermanos
Porque somos más, jalamos más parejo
¿Por qué estar siguiendo a una bola de pendejos?
Que nos llevan por donde les conviene
Y es nuestro sudor lo que los mantiene
Los mantiene comiendo pan caliente
Ese pan, es el pan de nuestra gente
[Coro]
Dame, dame, dame, dame todo el power
Para que te demos en la madre
Gimme, gimme, gimme, gimme todo el poder
So I can come around to joder
Dame, dame, dame, dame todo el power
Para que te demos en la madre
Gimme, gimme, gimme, gimme todo el poder
So I can come around to joder
Dame, dame, dame, dame todo el power
Para que te demos en la madre
Gimme, gimme, gimme, gimme todo el poder
So I can come around to joder
Dame, dame, dame, dame el poder
(¿Cómo?)
Dame, dame, dame todo el power
Dame, dame, dame, dame el poder (¿cómo?)
Dame, dame, dame todo el power
[Puente]
¡El pueblo unido jamás será vencido!
¡El Tito y el Huidos, jamás serán vecinos!
[Outro]
Dame, dame, dame, dame el poder
Dame, dame todo el power
Dame, dame, dame, dame el poder
Dame, dame todo el power
Dame, dame, dame, dame el poder
Dame, dame todo el power"
